LOCID,ECOORD,NCOORD,ELEV
DPT04A,390034.966467543,1429977.88606768,1099.79
DPT04M,390033.062479252,1429972.79009898,1098.536
DPT05A,390055.635341284,1429964.8091483,1102.194
DPT05M,390051.13036881,1429967.36013257,1100.998
DPT08A,390172.312628833,1429869.77773374,1102.728
DPT08M,390167.38065906,1429865.08076255,1107.829
DPT09A,390170.426640571,1429853.91183122,1106.057
DPT09M,390184.71755316,1429853.53883369,1105.003
DPT10A,390198.486468997,1429849.17786066,1102.509
DPT10M,390195.271488697,1429846.43487748,1099.827
DPT11A,390213.554377097,1429828.47298808,1105.935
DPT11M,390209.710400652,1429825.39100697,1103.781
DPT14A,390269.025038416,1429780.35428448,1099.983
DPT14M,390271.911020736,1429782.65627037,1103.627
DPT15A,390105.849031243,1430194.56573702,1095.807
DPT15M,390101.710056526,1430197.04172175,1095.561
DPT17A,390197.255473011,1430127.06515296,1094.904
DPT17M,390187.65253176,1430125.93515979,1094.658
DPT20A,390246.402172987,1430080.74043825,1093.976
DPT20M,390239.624214528,1430074.52647636,1094.452
DPT21A,390265.133058578,1430068.39551435,1093.711
DPT21M,390262.564074327,1430065.62653133,1094.537
DPT22A,390279.402971341,1430064.82153649,1093.452
DPT22M,390277.79198127,1430058.98157235,1093.037
DPT23A,390292.916888826,1430053.31260738,1093.853
DPT23M,390293.058887897,1430058.18757743,1092.731
DPT24A,390348.594549327,1429970.03411984,1092.866
DPT24M,390344.326575424,1429970.7971151,1092.673
DPT25A,390364.246453813,1429952.50122777,1091.873
DPT25M,390364.660451105,1429966.43114218,1092.853
DPT26A,390402.357220656,1429956.48220379,1091.875
DPT26M,390406.250196868,1429954.80821412,1091.088
DPT27A,390426.623072338,1429948.41625366,1092.313
DPT27M,390421.106106058,1429950.40324138,1091.383
DPT28A,390448.943935866,1429944.03228087,1090.65
DPT28M,390452.753912582,1429942.31629146,1091.915
DPT29A,390466.580828078,1429936.94432465,1091.781
DPT29M,390471.001801045,1429936.53732721,1091.472
DPT30A,390503.650601483,1429925.98639245,1091.389
DPT30M,390499.554626517,1429927.4013837,1091.357
DPT31A,391016.084454593,1430925.55625626,1035.261
DPT31M,391011.212484349,1430929.32123307,1033.964
DPT32A,391024.62540243,1430919.37329436,1035.15
DPT32M,391028.853376611,1430916.19631394,1035.299
DPT33A,391048.129258918,1430900.00941365,1033.683
DPT33M,391046.753267354,1430898.24742446,1030.71
DPT34A,391062.31317236,1430884.05551186,1033.739
DPT34M,391062.338172178,1430886.66049585,1034.288
DPT36A,391056.636206678,1430916.36631324,1033.955
DPT36M,391054.01822265,1430919.87129166,1033.845
DPT37A,391088.925009108,1430922.3452769,1037.257
DPT37M,391091.707992135,1430918.69529936,1037.229
DPT38A,391073.29710441,1430945.03913725,1031.268
DPT38M,391076.046087645,1430941.37315981,1032.067
DPT39A,391061.121179338,1430908.89135923,1034.446
DPT39M,391064.410159274,1430905.00438315,1034.185
DPT40A,391111.646870316,1430907.99436537,1028.96
DPT40M,391107.156897735,1430911.35634465,1028.874
DPT41A,390979.465678495,1430931.38921997,1031.498
DPT41M,390982.864657746,1430928.2662392,1028.987
DPT42A,391026.740388997,1430959.12005014,1032.354
DPT42M,391031.540359674,1430956.19806816,1032.215
DPT43A,390990.836608833,1430940.45816437,1033.207
DPT43M,390998.966559172,1430935.18419689,1036.836
DPT44A,391034.513341602,1430947.46012189,1038.875
DPT44M,391038.236318777,1430951.73709565,1038.698
DPT45A,391041.090301563,1430932.51121383,1036.343
DPT45M,391044.678279663,1430928.62423776,1036.223
DPT46A,390312.038771921,1430049.21963277,1091.028
DPT46M,390313.724761655,1430045.38265637,1090.65
DPT47A,390326.618683093,1430021.42280377,1090.435
DPT47M,390330.543659021,1430026.65977163,1089.099
DPT500,388788.917222222,1430903.72833333,1100.89
DPT501,388320.667222222,1431934.30833333,1094
DPT502,389152.317222222,1427886.78833333,1109.5
DPT503,388062.937222222,1431165.64833333,1094
DPT504,386949.437222222,1431828.53833333,1079.79
DPT505,386613.647222222,1431060.42833333,1100.51
DPT506,386668.607222222,1430372.75833333,1100.51
DPT507,388472.247222222,1427461.48833333,1105.15
DPT508,387426.827222222,1430182.99833333,1111.02
DPT509,387871.217222222,1430416.14833333,1108.21
DPT510,389437.107222222,1428460.90833333,1103.56
DPT511,389124.397222222,1428516.18833333,1103.56
DPT512,388127.977222222,1427178.30833333,1077.49
DPT513,388266.517222222,1430080.21833333,1108.21
DPT514,389000.207222222,1429850.09833333,1108.21
DPT515,389454.807222222,1429660.09833333,1108.21
DPT516,389703.387222222,1429740.65833333,1108.21
DPT517,389659.547222222,1429321.02833333,1110.39
DPW-1,389939.727222222,1429675.42833333,1108.53
DPW-2,389899.227222222,1429735.87833333,1106.4
DPW-3,389997.757222222,1429707.18833333,1108.74
DPW1,389940.317222222,1429674.90833333,1108.53
DPW2,389899.697222222,1429736.65833333,1106.4
DPW3,389998.307222222,1429708.28833333,1108.74
DW1,394741.427222222,1421285.48833333,978.51
EFF,391076.097222222,1430906.45833333,1020
EQ_TANK,389933.367222222,1429661.45833333,1100
G10A-1,389519.097222222,1427166.45833333,1086.9
G10B-9,389469.097222222,1427166.45833333,1088
G12-1,394661.097222222,1421330.45833333,991.45
G12-2,393808.097222222,1422053.45833333,992.97
G12-3,393758.097222222,1421796.45833333,1061.82
G12-4,393789.097222222,1421909.45833333,1038.54
G1B-1,392569.097222222,1428356.45833333,1064.6
G1D-5,392849.097222222,1427936.45833333,NA
G1E-2,393289.097222222,1428126.45833333,1031.2
G1E-6,391949.097222222,1428406.45833333,1065.28
G1E-8,392269.097222222,1427826.45833333,1029.28
GP1,394743.797222222,1421285.95833333,976.65
GP10,394037.097222222,1420274.55833333,1016.47
GP11,394622.097222222,1421003.15833333,993.39
GP12,394693.397222222,1421184.25833333,983.04
GP13,394635.297222222,1421122.85833333,994.29
GP14,394548.397222222,1421046.45833333,993.9
GP15,394559.397222222,1420950.15833333,994.3
GP16,394597.297222222,1421107.65833333,993.75
GP17,394559.797222222,1421221.65833333,990.65
GP18,394404.197222222,1421129.35833333,996.64
GP19,394479.797222222,1421118.35833333,994.72
GP2,394768.597222222,1421201.15833333,980.43
GP20,394490.297222222,1420991.15833333,994.82
GP21,394618.897222222,1420693.65833333,1037.93
GP22,394647.197222222,1421338.15833333,972.64
GP23,394817.197222222,1421067.25833333,996.57
GP24,394488.597222222,1421312.85833333,1001.88
GP25,393976.097222222,1420496.25833333,1015.54
GP26,394299.397222222,1420321.35833333,1018.36
GP27,394168.397222222,1420687.15833333,1018.88
GP28,394816.297222222,1421412.35833333,975.55
GP29,394417.897222222,1420690.15833333,1024.41
GP3,394649.097222222,1421269.85833333,975.99
GP4,394483.097222222,1421201.25833333,1001.28
GP5,394423.397222222,1421259.55833333,1003.27
GP7,393981.897222222,1421054.95833333,1009.62
GP8,393911.397222222,1420806.85833333,1014.93
GP9,394532.297222222,1420247.15833333,1023.14
GWD001,389408.887222222,1428471.33833333,1099.29
GWD002,390437.407222222,1428271.63833333,1106.97
GWD003,390538.847222222,1428604.42833333,1106.87
GWD004,390647.247222222,1428942.05833333,1106.75
GWD005,391139.617222222,1428992.75833333,1102.37
GWD006,391254.367222222,1428769.32833333,1088.27
GWD007,391333.427222222,1428626.86833333,1087.63
GWD008,388478.547222222,1431987.45833333,1100.94
GWD009,388891.087222222,1431853.35833333,1102.55
GWD010,389109.067222222,1431801.06833333,1098.95
GWD011,389252.247222222,1431760.79833333,1098.42
GWD012,389515.407222222,1431679.03833333,1095.51
GWD013,389851.127222222,1431655.41833333,1085.43
GWD014,389240.617222222,1429856.69833333,1106.66
GWD015,389103.797222222,1429852.58833333,1108.41
GWD016,388852.597222222,1429944.00833333,1108.1
GWD017,388706.387222222,1429989.45833333,1108.05
GWD018,388396.917222222,1430085.41833333,1108.19
GWD019,388121.367222222,1430171.06833333,1108.22
GWD020,389021.577222222,1428597.79833333,1102.54
GWD021,388666.437222222,1428733.49833333,1110.14
GWD022,388434.837222222,1428808.57833333,1110.87
GWD023,387985.067222222,1428946.49833333,1110.8
GWD024,387550.027222222,1429082.64833333,1109.9
GWD026,389357.067222222,1431345.08833333,1097.58
GWD027,387981.347222222,1430793.08833333,1108.1
GWD028,388780.307222222,1430590.36833333,1102.67
GWD029,388304.647222222,1431165.90833333,1105.8
GWD030,388903.427222222,1431191.00833333,1099.88
GWD035,389357.897222222,1431346.64833333,1097.48
GWD036,390422.787222222,1428230.97833333,1106.52
GWD10,388414.757222222,1432616.04833333,3451.44
GWD11,388504.547222222,1432619.36833333,3415.35
GWD12,388591.587222222,1432618.68833333,3441.6
GWD13,388682.527222222,1432604.53833333,3582.68
GWD14,388847.727222222,1432661.07833333,3713.91
GWD15,388989.207222222,1432614.72833333,3435.04
GWD16,389096.617222222,1432711.85833333,3287.4
GWD17,389173.647222222,1432710.49833333,3290.68
GWD18,389242.177222222,1432705.51833333,3259.19
GWD19,389329.847222222,1432796.53833333,3246.72
GWD2,387123.977222222,1434393.86833333,3503.94
GWD20,389464.817222222,1432796.42833333,3389.11
GWD21,389551.327222222,1432814.67833333,3431.76
GWD22,389663.217222222,1432893.59833333,3356.3
GWD23,389829.377222222,1432966.14833333,3385.83
GWD25,390256.677222222,1433209.52833333,3362.86
GWD26,390364.997222222,1433307.02833333,3202.76
GWD27,390484.387222222,1433363.00833333,3389.11
GWD28,390481.657222222,1433361.56833333,3402.23
GWD29,390729.317222222,1433239.52833333,3448.16
GWD3,387211.497222222,1434273.83833333,3536.75
GWD30,390856.727222222,1433158.29833333,3389.11
GWD34,391257.687222222,1432639.82833333,3553.15
GWD35,391312.637222222,1432479.16833333,3835.3
GWD36,390952.107222222,1433201.98833333,3346.46
GWD37,391589.137222222,1432098.67833333,3641.73
GWD39,391683.167222222,1431666.79833333,3366.14
GWD4,387495.887222222,1433662.94833333,3510.5
GWD40,391741.927222222,1431553.79833333,3533.46
GWD41,391909.897222222,1431447.68833333,3339.9
GWD42,391874.507222222,1431389.95833333,3257.22
GWD43,392089.467222222,1431275.31833333,3349.74
GWD44,392205.367222222,1431110.43833333,3343.18
GWD46,392605.407222222,1430923.84833333,3150.59
GWD47,392748.987222222,1430955.37833333,3307.09
GWD48,392879.777222222,1431060.80833333,3297.24
GWD49,393091.057222222,1431112.11833333,3173.88
GWD6,387603.857222222,1433410.75833333,3458.01
GWD7,387719.287222222,1433290.62833333,3474.41
GWD9,387891.167222222,1433180.84833333,3540.03
INF,390829.097222222,1430699.45833333,1020
ITD1,389256.217222222,1427557.98833333,1098.71
ITD2,390072.107222222,1427307.85833333,1086.8
ITD3,389874.687222222,1426906.88833333,1075.6
ITD4,389437.677222222,1427283.92833333,1091.63
ITD5,389813.497222222,1427284.84833333,1079.99
ITD6,389899.267222222,1427423.19833333,1088.99
ITD7,389884.617222222,1427520.27833333,1089.9
ITD8,389123.897222222,1427572.80833333,1100.1
ITS1,389793.757222222,1427608.93833333,1083.43
ITS10,389789.757222222,1427836.67833333,1102.9
ITS11,389280.087222222,1427302.47833333,1094.45
ITS2,390130.417222222,1427616.23833333,1074.76
ITS3,390068.147222222,1427329.70833333,1087.23
ITS4,389518.287222222,1427417.97833333,1079.35
ITS5,389487.027222222,1426752.39833333,1074.18
ITS6,389988.867222222,1426763.04833333,1076.2
ITS7,390219.017222222,1426983.69833333,1066.97
ITS8,390355.497222222,1427059.45833333,1060.72
ITS9,390480.337222222,1427345.03833333,1056.67
LD-SB-1,390914.097222222,1429793.73833333,1107.4
LD-SB-10,390366.447222222,1429841.01833333,1108.5
LD-SB-11,390312.447222222,1429782.70833333,1109.1
LD-SB-12,390424.737222222,1429761.10833333,1109.3
LD-SB-13,390894.177222222,1429722.63833333,1107.6
LD-SB-14,390621.397222222,1429749.22833333,1108.9
LD-SB-15,390614.907222222,1429886.36833333,1108.6
LD-SB-16,390244.397222222,1429831.29833333,1108.8
LD-SB-17,390654.247222222,1430851.24833333,1058.6
LD-SB-18,390197.947222222,1429909.04833333,1108.4
LD-SB-19,390364.297222222,1429742.74833333,1109.3
LD-SB-2,390846.757222222,1429757.71833333,1107.3
LD-SB-3,390623.547222222,1429831.29833333,1108.8
LD-SB-4,390584.667222222,1429793.50833333,1108.7
LD-SB-5,390787.747222222,1429874.48833333,1106.3
LD-SB-6,390598.147222222,1430919.78833333,1057.4
LD-SB-7,390483.597222222,1430922.89833333,1056.2
LD-SB-8,390526.457222222,1430999.22833333,1056.1
LD-SB-9,390420.477222222,1429826.97833333,1108.5
LD-TW-01,390584.657222222,1429793.50833333,1108.7
LD-TW-02,390598.137222222,1430919.78833333,1057.4
LD-TW-03,390420.467222222,1429826.97833333,1108.5
LD-TW-04,390312.437222222,1429782.70833333,1109.1
LD-TW-05,390621.387222222,1429749.22833333,1108.9
LD-TW-06,390244.387222222,1429831.29833333,1108.8
LD-TW-07,390654.237222222,1430851.24833333,1058.6
LD-TW-08,390197.937222222,1429909.04833333,1108.4
LD-TW-09,390364.287222222,1429742.74833333,1109.3
LMASHP001,389909.097222222,1431546.45833333,1090
LMASHP002,389864.097222222,1431309.45833333,1088
LMASHP003,389787.097222222,1431073.45833333,1091
LMASHP004,389844.097222222,1430880.45833333,1090
LMASHP005,389774.097222222,1430670.45833333,1090
LMASHP006,390074.097222222,1430974.45833333,1090
LMASHP007,389631.097222222,1430736.45833333,1090
LMASHP008,389744.097222222,1430824.45833333,1090
LMASHP009,390044.097222222,1431513.45833333,1082
LMASHP010,389907.097222222,1431049.45833333,1090
MW-03-202A,390381.897222222,1432237.05833333,1064
MW-03-202B,390382.727222222,1432222.30833333,1064.05
MW-03-203B,392101.087222222,1432509.69833333,1059
MW-03-204B,394326.037222222,1432304.57833333,1041.49
MW-03-205A,393157.177222222,1431180.45833333,1004.86
MW-03-205B,393145.577222222,1431171.40833333,1003.94
MW-03-206B,394849.767222222,1430776.78833333,1047.41
MW-03-208A,393942.657222222,1429202.96833333,1041.46
MW-03-208B,393942.787222222,1429203.04833333,1041.46
MW-03-208C,393950.127222222,1429187.84833333,1042.51
MW-03-209B,394808.887222222,1429675.08833333,961
MW-03-209C,394855.597222222,1429604.43833333,958.82
MW-03-212A,390370.747222222,1433314.74833333,1027.27
MW-03-212B,390380.607222222,1433305.20833333,1027.75
MW-13,394599.107222222,1421936.45833333,986.4
MW-16,392659.097222222,1423606.45833333,1025
MW-17,392059.097222222,1423526.45833333,1057
MW-18,392219.097222222,1423526.45833333,1030.5
MW-2,389689.097222222,1429116.45833333,1111
MW-35,392229.097222222,1423616.45833333,1030.78
MW-36,392309.097222222,1423616.45833333,1029.91
MW-37,392249.097222222,1423566.45833333,1030.76
MW-38,392219.097222222,1423476.45833333,1030.51
MW-39,392209.097222222,1423456.45833333,1030.82
MW-41,392179.097222222,1423456.45833333,1015.13
MW-42,392319.097222222,1423506.45833333,1031.05
MW-48,394489.097222222,1421916.45833333,991.99
MW-49,394589.097222222,1421846.45833333,986.91
MW-51,394739.097222222,1421926.45833333,978.25
MW-8,389129.097222222,1427856.45833333,1109.38
MW-B1,392593.447222222,1428317.37833333,1065.29
MW-W1,389807.007222222,1429501.70833333,1107.2
MW-W1R,389800.337222222,1429504.82833333,1107.26
MW-W2,390427.767222222,1430015.11833333,1092.73
MW-W3,391808.637222222,1430391.08833333,1078.6
MW-W4,391700.537222222,1430541.04833333,1064.1
MW-W5,391895.377222222,1430432.86833333,1073.2
MW-W6,392064.267222222,1430489.94833333,1052.18
MW-W7,391908.647222222,1430585.42833333,1039.15
MW/W1,389998.047222222,1429502.99833333,1106.12
MW00-101,392105.057222222,1431766.15833333,1024.11
MW00-102A,392016.127222222,1431256.77833333,1006.33
MW00-102B,391984.717222222,1431255.88833333,1006.09
MW00-103A,392455.907222222,1431546.87833333,1051.1
MW00-103B,392447.307222222,1431541.88833333,1050.98
MW00-104,392231.437222222,1430953.54833333,1002.83
MW00-105A,392981.407222222,1430173.19833333,1023.93
MW00-105B,392971.047222222,1430173.70833333,1024.02
MW00-106A,393817.687222222,1430569.80833333,998.8
MW00-106B,393817.357222222,1430569.82833333,998.8
MW00-107A,392375.137222222,1429345.81833333,1071.3
MW00-107B,392375.177222222,1429346.07833333,1071.3
MW00-107C,392379.137222222,1429335.78833333,1071.28
MW03,387708.067222222,1429081.52833333,1110.53
MW04,388545.057222222,1429944.67833333,1107.54
MW1,390117.577222222,1430138.94833333,1097.05
MW10,391463.837222222,1428259.24833333,1079.1
MW11,391361.747222222,1428190.62833333,1066.36
MW11A,391363.747222222,1428190.62833333,1066.36
MW12,392493.157222222,1428463.98833333,1068.48
MW13,394599.097222222,1421936.45833333,984.4
MW14,394424.517222222,1420806.16833333,1022.05
MW15,394169.557222222,1420950.85833333,1008.85
MW19,391149.097222222,1422566.45833333,NA
MW20,392049.097222222,1421216.45833333,NA
MW21,392039.097222222,1420726.45833333,NA
MW22,389265.077222222,1427537.73833333,1097.9
MW23,389726.987222222,1427290.58833333,1080.35
MW24,389909.087222222,1427339.97833333,1088.76
MW25,389859.957222222,1427506.71833333,1086.06
MW26,389958.657222222,1429633.25833333,1109.53
MW27,390374.417222222,1430024.82833333,1094.06
MW28,390764.197222222,1429954.72833333,1074.17
MW29,390867.697222222,1430594.64833333,1040.1
MW30,391119.817222222,1430908.54833333,1028.18
MW30A,391119.687222222,1430908.66833333,1027
MW30AR,391120.607222222,1430913.35833333,1027
MW30B,391115.877222222,1430912.83833333,1027.3
MW30BR,391120.607222222,1430913.36833333,1027
MW31,391006.777222222,1430228.85833333,1063.12
MW32,394333.707222222,1420894.40833333,1015.65
MW33,394355.497222222,1420659.02833333,1015.47
MW34,394286.177222222,1420771.15833333,1014.04
MW34B,394286.747222222,1420765.08833333,1014.1
MW40,392199.097222222,1423546.45833333,NA
MW41,392179.107222222,1423456.45833333,1015.13
MW43,394465.687222222,1420915.99833333,995.62
MW43B,394471.617222222,1420913.25833333,995.3
MW44,394157.877222222,1421061.57833333,1009.19
MW45,394223.857222222,1420883.55833333,1011.09
MW46,394275.937222222,1421007.70833333,1005.07
MW47,394431.227222222,1421069.23833333,993.52
MW48,394531.907222222,1421995.60833333,996.25
MW49,394602.357222222,1421878.28833333,992.49
MW5,390557.357222222,1430056.59833333,1086.96
MW50,394729.097222222,1421716.45833333,979.61
MW50A,394409.467222222,1420989.46833333,995.7
MW50B,394415.697222222,1420987.20833333,995.7
MW51,394074.097222222,1420740.45833333,978.25
MW51-COE,394074.237222222,1420741.25833333,1012.99
MW52,391811.897222222,1430086.30833333,1088.68
MW52-COE,394085.497222222,1420878.16833333,1011.7
MW53,391534.747222222,1430150.34833333,1099.78
MW53-COE,394527.337222222,1420670.32833333,1037.42
MW54,391488.847222222,1430229.67833333,1082.64
MW54-COE,394701.487222222,1420516.54833333,1047.91
MW55,394087.697222222,1420987.36833333,1010.1
MW55-COE,394087.747222222,1420987.51833333,1010.19
MW56,391383.047222222,1430474.78833333,1068.1
MW56-COE,394354.047222222,1420846.24833333,1017.93
MW57,394213.737222222,1420983.07833333,1007.82
MW58-COE,394363.277222222,1420941.74833333,1004.1
MW59-COE,394147.577222222,1421004.08833333,1009.94
MW6,390394.517222222,1429803.64833333,1106.97
MW60,394275.867222222,1420958.31833333,1008.26
MW60-COE,394275.867222222,1420958.32833333,1005.72
MW7,391656.387222222,1430212.06833333,1098.9
MW9,389732.627222222,1427598.84833333,1079.1
MW99-01A,391881.867222222,1430319.16833333,1084.88
MW99-01B,391867.827222222,1430329.77833333,1084.92
MW99-02A,391985.147222222,1430090.45833333,1083.04
MW99-02B,391972.087222222,1430077.74833333,1083.22
MW99-03A,392190.457222222,1429896.08833333,1065.46
MW99-03B,392190.457222222,1429896.18833333,1065.46
MWG1,389970.537222222,1429666.68833333,1109.2
MWG10,390377.997222222,1430324.70833333,1080.28
MWG11,390860.587222222,1430652.52833333,1034.88
MWG12,391652.417222222,1429923.11833333,1100.41
MWG14,391388.257222222,1430040.37833333,1100.66
MWG15,391354.897222222,1430138.23833333,1091.02
MWG16,391664.997222222,1430172.53833333,1100.44
MWG17,391738.107222222,1430173.79833333,1099.09
MWG19,391665.487222222,1430169.19833333,1100.38
MWG1A,389969.407222222,1429663.24833333,1109.15
MWG2,390181.677222222,1429726.11833333,1108.87
MWG20,391655.367222222,1430336.25833333,1083.38
MWG21,391375.107222222,1430472.92833333,1068.52
MWG22,391518.717222222,1430527.17833333,1069.1
MWG24,394298.147222222,1420871.48833333,1015.13
MWG3,389854.357222222,1429757.49833333,1105.06
MWG3R,389855.057222222,1429759.06833333,1105.26
MWG4,390581.187222222,1429857.22833333,1105.3
MWG5,390451.197222222,1430011.02833333,1091.16
MWG5-5,390658.127222222,1430824.11833333,1056.69
MWG5-5R,390658.157222222,1430826.33833333,1062.45
MWG5-6,390748.967222222,1430754.90833333,1038.8
MWG6,390504.617222222,1430583.62833333,1074.42
MWG7,390867.367222222,1429796.58833333,1104.56
MWOS-01,390659.557222222,1431686.94833333,1040.65
MWOS-01R,390659.557222222,1431686.95833333,1040.65
MWOS-02,391444.537222222,1431164.54833333,1012.64
MWOS-02R,391444.537222222,1431164.55833333,1012.73
MWOS-03,391449.937222222,1431161.54833333,1012.94
MWOS-04,391816.617222222,1430425.96833333,1075.16
MWOS-05,393345.077222222,1430651.41833333,1007.13
MWOS-06,393340.037222222,1430649.46833333,1007.94
MWOS-07,393825.387222222,1430585.62833333,998.48
MWOS-08,393830.547222222,1430580.47833333,998.23
MWOS-09,392269.597222222,1430951.37833333,1003.06
MWOS-10,392258.237222222,1430956.81833333,1003.14
MWOS-10R,392258.237222222,1430956.82833333,1002.99
MWOS-11,392372.497222222,1431017.05833333,1010.65
MWOS-12,392371.377222222,1431026.16833333,1012.97
MWOS-12R,392371.377222222,1431026.17833333,1012.21
OB,391122.097222222,1430945.25833333,1068.66
OB01,390373.331395601,1430161.75794196,1076.767
OB03,390277.515982755,1430074.74647547,1093.188
OB04,390987.161631409,1430932.66221223,1030.471
OB08,391141.0096913,1430861.87364915,1032.046
OB09,390177.517597107,1429861.06078738,1103.412
OB10,390798.767788944,1430516.56376689,1045.14
OB101A,390084.077222222,1427246.32833333,1085.04
OB103A,389724.937222222,1427076.64833333,1083.64
OB11,390325.873689431,1429880.65466881,1104.516
OB201A,390502.307222222,1431301.16833333,1029.5
OB201B,390503.457222222,1431295.88833333,1029.5
OB202A,390889.457222222,1431094.42833333,1053.5
OB202B,390808.587222222,1431133.00833333,1058.1
OB202C,390886.867222222,1431091.09833333,1053.75
OB203A,390974.737222222,1430921.35833333,1035.41
OB203B,391064.237222222,1430957.76833333,1027.23
OB203C,391067.917222222,1430954.48833333,1026.96
OB203CR,391066.617222222,1430960.94833333,1026.96
OB204A,391419.417222222,1430669.69833333,1072.6
OB204B,391378.007222222,1430701.40833333,1066.76
OB204C,391452.007222222,1430617.40833333,1071.88
OB205A,391511.497222222,1430526.33833333,1068.74
OB205B,391460.907222222,1430513.73833333,1067.77
OB206A,391687.407222222,1430281.21833333,1093.92
OB208A,390713.377222222,1431244.28833333,1037.82
OB208B,390640.617222222,1431203.79833333,1036.4
OB208C,390638.647222222,1431289.54833333,1031.9
OB209A,391330.417222222,1430769.05833333,1053.33
OB302A,392833.307222222,1427951.97833333,1049.25
OB302B,392851.707222222,1427926.68833333,1052.61
OB302C,392775.737222222,1427922.30833333,1044.57
OB303A,392436.977222222,1427813.42833333,1032.4
OBPS,391088.327222222,1430877.50833333,1020
OT013-MW01,392656.172735859,1423624.51147877,1026.49
OT013-MW02,392912.571168624,1423525.81208851,1025.15
OT013-MW03,393110.939955881,1423465.94245889,1025
OT013-MW04,392816.85175224,1423680.97113373,1022.65
OT013-MW05,393196.069433749,1423577.0417771,1021.86
OW-C533-SB01,391869.187478792,1429328.86641212,1080
OW-C536-SB01,394085.174035948,1420224.92239069,1020
OW-C536-SB02,394095.173974897,1420214.92245228,1020
OW-C538-SB01,394607.170828058,1421410.91510747,980
OW-C539-SB01,394520.171363251,1421167.91659995,1000
OW-C540-SB01,394522.17136391,1420112.92308435,1020
OW-C540-SB02,394550.171192514,1420120.92303552,1020
OW1A,391130.467222222,1430812.46833333,1031.12
OW1B,394958.137222222,1421403.20833333,971.41
OW2,391143.817222222,1430833.52833333,1031.57
OW2A,395099.417222222,1421489.91833333,970.93
OW2B,395100.177222222,1421486.33833333,969.93
OW3,391165.717222222,1430802.96833333,1033.4
OW4,391175.297222222,1430762.75833333,1035.8
OW5A,389912.837222222,1427468.17833333,1088.53
OW6,390028.027222222,1427588.93833333,1092.23
OW7,390039.557222222,1427523.98833333,1090.73
OW8,389920.297222222,1427433.38833333,1088.48
PER536,386698.917222222,1428488.10833333,1109.56
PER537,386690.707222222,1430319.92833333,1110
PER538,389116.977222222,1431755.66833333,1098.85
PER556,386958.907222222,1431813.04833333,1070.07
PER566,390166.187222222,1424101.04833333,1043.06
PER567,387379.187222222,1424606.23833333,1095.09
PER568,392373.587222222,1425807.62833333,1007.05
PER569,386901.577222222,1429270.28833333,1134.76
PER727,387270.567222222,1424735.20833333,1094.19
PER728,390834.997222222,1421146.25833333,1048.67
PMW1,388248.297222222,1432006.35833333,1094
PMW10,390437.347222222,1428272.00833333,1107.08
PMW10D,390435.237222222,1428260.71833333,1107.05
PMW11,388366.547222222,1426906.07833333,1077.74
PMW11D,388363.777222222,1426897.42833333,1077.49
PMW12D,386259.317222222,1427049.34833333,1090.18
PMW12R,386264.707222222,1427056.90833333,1090.02
PMW13,386746.227222222,1430714.88833333,1099.56
PMW13D,386736.877222222,1430710.53833333,1100.51
PMW14,386719.067222222,1431484.76833333,1079.36
PMW14DR,386726.277222222,1431489.64833333,1079.79
PMW1D,388248.467222222,1432001.60833333,1094
PMW2,387418.197222222,1431508.75833333,1075.8
PMW2HP001,387039.647222222,1431575.36833333,1072.88
PMW2HP002,387134.657222222,1431439.57833333,1077.48
PMW3,387046.797222222,1430489.75833333,1111.4
PMW3HP001,386833.747222222,1430309.70833333,1114.81
PMW3HP002,386745.137222222,1430716.94833333,1099.51
PMW3HP003,386905.837222222,1430961.59833333,1087.4
PMW3HP004,386634.627222222,1431069.09833333,1087.09
PMW4,387385.797222222,1428948.85833333,1109.4
PMW5,386587.037222222,1427660.85833333,1094.37
PMW5HP001,387338.407222222,1427422.86833333,1101.07
PMW5HP002,386261.757222222,1427203.52833333,1089.36
PMW5HP003,386592.267222222,1428045.05833333,1104.34
PMW5HP005,386704.297222222,1429087.46833333,1127.37
PMW6,388388.967222222,1427306.15833333,1105.15
PMW6HP002,388372.077222222,1426913.55833333,1077.39
PMW6HP003,387971.617222222,1427121.88833333,1093.78
PMW6HP004,389061.107222222,1426887.41833333,1085.61
PMW7,390044.027222222,1431475.26833333,1081.96
PMW7D,390057.487222222,1431470.43833333,1082.83
PMW8,389106.997222222,1431791.95833333,1098.8
PMW8D,389114.817222222,1431788.68833333,1098.35
PMW9,389095.667222222,1430546.70833333,1100.92
PMW9D,389101.897222222,1430533.75833333,1101.03
PS,391475.427222222,1430548.13833333,1068.66
PUMPSTATION,391471.657222222,1430515.00833333,1069
PZ-1A,390226.977222222,1427430.10833333,1056.77
PZ-1B,390228.687222222,1427431.15833333,1057
PZ-1C,390232.397222222,1427432.97833333,1056.9
PZ-2A,390305.437222222,1427436.94833333,1056.8
PZ-2B,390302.807222222,1427440.43833333,1056.6
PZ-2C,390300.457222222,1427444.09833333,1056.5
PZ-3A,390386.077222222,1427292.73833333,1050.22
PZ-3B,390387.067222222,1427294.09833333,1050
PZ-3C,390389.977222222,1427297.47833333,1049
PZ-4A,390471.967222222,1427324.51833333,1056.3
PZ-4B,390472.857222222,1427328.28833333,1056.5
PZ-4C,390474.077222222,1427332.12833333,1057
PZ03,392419.177222222,1430943.73833333,1002.58
PZ05,395058.887222222,1429681.84833333,957.39
