LOCID,ECOORD,NCOORD,ELEV,MPELEV,IBDEPTH,IEDEPTH,maxdepth,zero,ECOORD.1,NCOORD.1,ELEV.1
MW-03-211B,396434.31,1427793.992,959.61,NA,NA,NA,NA,0,396434.31,1427793.992,959.61
MW-03-212A,390351.651,1433278.285,1027.27,1030.12,252.9,267.9,267.9,0,390351.651,1433278.285,1027.27
MW-03-212B,390361.505,1433268.745,1027.75,1027.46,63,73,73,0,390361.505,1433268.745,1027.75
MW-16,392640,1423570,1025,NA,NA,NA,NA,0,392640,1423570,1025
MW-17,392040,1423490,1057,NA,NA,NA,NA,0,392040,1423490,1057
MW-18,392200,1423490,1030.5,NA,NA,NA,NA,0,392200,1423490,1030.5
MW-2,389668.68,1429091.72,1110.39,1111.5,NA,NA,NA,0,389668.68,1429091.72,1110.39
MW-35,392210,1423580,1030.78,1033.61,15,25,25,0,392210,1423580,1030.78
MW-36,392290,1423580,1029.91,1032.84,20,30,30,0,392290,1423580,1029.91
MW-37,392230,1423530,1030.76,1033.47,20,30,30,0,392230,1423530,1030.76
MW-38,392200,1423440,1030.51,1033.34,12,22,22,0,392200,1423440,1030.51
MW-39,392190,1423420,1030.82,1033.52,16,26,26,0,392190,1423420,1030.82
MW-42,392300,1423470,1031.05,1031.05,20,30,30,0,392300,1423470,1031.05
MW-W1,389787.91,1429465.25,1107.2,1106.12,30,40,40,0,389787.91,1429465.25,1107.2
MW-W1R,389781.24,1429468.37,1107.26,1107.05,30,40,40,0,389781.24,1429468.37,1107.26
MW-W2,390408.67,1429978.66,1092.73,1093.79,180,190,190,0,390408.67,1429978.66,1092.73
MW-W3,391789.54,1430354.63,1078.6,1078.54,176,186,186,0,391789.54,1430354.63,1078.6
MW-W4,391681.44,1430504.59,1064.1,1063.57,60,70,70,0,391681.44,1430504.59,1064.1
MW-W5,391876.28,1430396.41,1073.2,1073.16,190,200,200,0,391876.28,1430396.41,1073.2
MW-W6,392045.4,1430453.14,1053.7,1052.18,77,87,87,0,392045.4,1430453.14,1053.7
MW-W7,391889.55,1430548.97,1039.15,1039.15,41,51,51,0,391889.55,1430548.97,1039.15
MW00-101,392085.96,1431729.7,1024.11,1024.14,198,213,213,0,392085.96,1431729.7,1024.11
MW00-102A,391997.03,1431220.32,1006.33,1008.86,265,280,280,0,391997.03,1431220.32,1006.33
MW00-102B,391965.62,1431219.43,1006.09,1008.86,20.5,27.5,27.5,0,391965.62,1431219.43,1006.09
MW00-103A,392436.81,1431510.42,1051.1,1053.89,521,551,551,0,392436.81,1431510.42,1051.1
MW00-103B,392428.21,1431505.43,1050.98,1053.29,88,98,98,0,392428.21,1431505.43,1050.98
MW00-104,392212.34,1430917.09,1002.83,1005.86,263,278,278,0,392212.34,1430917.09,1002.83
MW00-105A,392962.31,1430136.74,1023.93,1026.78,180,195,195,0,392962.31,1430136.74,1023.93
MW00-105B,392951.95,1430137.25,1024.02,1026.3,18.8,23.8,23.8,0,392951.95,1430137.25,1024.02
MW00-106A,393803.59,1430537.35,998.8,998.58,265.6,280.6,280.6,0,393803.59,1430537.35,998.8
MW00-106B,393802.26,1430537.37,998.8,998.65,75.6,90.6,90.6,0,393802.26,1430537.37,998.8
MW00-107A,392362.04,1429312.36,1071.3,1073.26,286,301,301,0,392362.04,1429312.36,1071.3
MW00-107B,392359.08,1429314.62,1071.3,1073.29,128,143,143,0,392359.08,1429314.62,1071.3
MW00-107C,392360.04,1429299.33,1071.28,1073.29,55,65,65,0,392360.04,1429299.33,1071.28
MW03,387688.97,1429045.07,1110.53,1112.58,10,20,20,0,387688.97,1429045.07,1110.53
MW1,390098.28,1430102.41,1098.35,1097.88,25.5,30.5,30.5,0,390098.28,1430102.41,1098.35
MW1-DARB,397965.34,1421182.38,ND,NA,NA,NA,NA,0,397965.34,1421182.38,ND
MW11,391342.65,1428154.17,1066.36,NA,NA,NA,NA,0,391342.65,1428154.17,1066.36
MW13,394599.35,1421929.44,992.41,NA,NA,NA,NA,0,394599.35,1421929.44,992.41
MW14,394405.17,1420769.71,1021.95,1023.22,NA,NA,NA,0,394405.17,1420769.71,1021.95
MW15,394150.54,1420914.67,1008.81,1010.1,NA,NA,NA,0,394150.54,1420914.67,1008.81
MW19,391130,1422530,ND,NA,NA,NA,NA,0,391130,1422530,ND
MW2-DARB,398077.41,1420947.88,ND,NA,NA,NA,NA,0,398077.41,1420947.88,ND
MW20,392030,1421180,ND,0,NA,NA,NA,0,392030,1421180,ND
MW21,392020,1420690,ND,0,NA,NA,NA,0,392020,1420690,ND
MW22,389246.87,1427501.11,1098.09,1100.11,36.5,41.5,41.5,0,389246.87,1427501.11,1098.09
MW23,389708.4,1427253.61,1080.37,1083.73,35,40,40,0,389708.4,1427253.61,1080.37
MW24,389890.98,1427303.14,1088.75,1090.76,39.8,44.8,44.8,0,389890.98,1427303.14,1088.75
MW25,389841.18,1427469.74,1085.83,1087.89,32,37,37,0,389841.18,1427469.74,1085.83
MW26,389939.7179,1429596.936,1109.52509,1112.11,44.8,49.8,49.8,0,389939.7179,1429596.936,1109.52509
MW27,390355.32,1429988.4,1094.14,1096.81,50,55,55,0,390355.32,1429988.4,1094.14
MW29,390849.29,1430558.13,1039.49,1042.67,25.5,30.5,30.5,0,390849.29,1430558.13,1039.49
MW3-DARB,397947.38,1420795.65,ND,NA,NA,NA,NA,0,397947.38,1420795.65,ND
MW30A,391100.59,1430872.21,1027,1030.18,20.5,25.5,25.5,0,391100.59,1430872.21,1027
MW30AR,391101.5086,1430876.893,1026.648179,1030.18,20.5,25.5,25.5,0,391101.5086,1430876.893,1026.648179
MW30B,391096.78,1430876.38,1027.3,1029.55,52,62,62,0,391096.78,1430876.38,1027.3
MW30BR,391097.3969,1430881.343,1026.195551,1030.18,20.5,25.5,25.5,0,391097.3969,1430881.343,1026.195551
MW31,390991.64,1430196.22,1063.2,1065.54,25.5,30.5,30.5,0,390991.64,1430196.22,1063.2
MW32,394313.23,1420858,1015.64,1017.65,NA,NA,NA,0,394313.23,1420858,1015.64
MW33,394336.55,1420622.66,1015.24,1017.72,NA,NA,NA,0,394336.55,1420622.66,1015.24
MW34,394266.76,1420728.98,1013.57,1016.54,NA,NA,NA,0,394266.76,1420728.98,1013.57
MW34B,394267.99,1420728.63,1013.81,1015.93,NA,NA,NA,0,394267.99,1420728.63,1013.81
MW40,392180,1423510,ND,NA,NA,NA,NA,0,392180,1423510,ND
MW41,392160,1423420,1015.13,NA,2.1,7.1,7.1,0,392160,1423420,1015.13
MW43,394447.08,1420872.04,995.48,997.62,NA,NA,NA,0,394447.08,1420872.04,995.48
MW43B,394451.38,1420866.52,995.4,997.75,NA,NA,NA,0,394451.38,1420866.52,995.4
MW44,394138.75,1421026.36,1009.09,1011.94,NA,NA,NA,0,394138.75,1421026.36,1009.09
MW45,394205.14,1420847.94,1011.62,1013.76,NA,NA,NA,0,394205.14,1420847.94,1011.62
MW46,394257.04,1420971.83,1006.37,1008.65,NA,NA,NA,0,394257.04,1420971.83,1006.37
MW47,394412.17,1421032.81,994.99,997.27,NA,NA,NA,0,394412.17,1421032.81,994.99
MW48,394512.81,1421959.15,996.25,998.96,16,26,26,0,394512.81,1421959.15,996.25
MW49,394583.26,1421841.83,992.49,992.81,16,26,26,0,394583.26,1421841.83,992.49
MW5,390538.26,1430020.14,1086.96,1089.47,56,66,66,0,390538.26,1430020.14,1086.96
MW50A,394390.14,1420953.86,995.26,997.96,10,20,20,0,394390.14,1420953.86,995.26
MW50B,394396.14,1420950.73,995.39,997.65,NA,NA,NA,0,394396.14,1420950.73,995.39
MW51,394055.14,1420704.8,1012.76,921.09,8,18,18,0,394055.14,1420704.8,1012.76
MW51-COE,394720,1421890,ND,1012.71,13.5,33.5,33.5,0,394720,1421890,ND
MW52,391791.33,1430049.17,1089.32,1091.43,17,27,27,0,391791.33,1430049.17,1089.32
MW52-COE,394066.4,1420841.71,1011.7,1011.36,19,39,39,0,394066.4,1420841.71,1011.7
MW53,391515.65,1430113.84,1099.78,1102.4,18.5,28.5,28.5,0,391515.65,1430113.84,1099.78
MW53-COE,394508.24,1420633.87,1037.42,1039.97,32.4,52.4,52.4,0,394508.24,1420633.87,1037.42
MW54,391469.75,1430193.22,1082.64,1084.93,20,30,30,0,391469.75,1430193.22,1082.64
MW54-COE,394682.39,1420480.09,1047.91,1050.7,38,45.5,45.5,0,394682.39,1420480.09,1047.91
MW55-COE,394068.65,1420951.06,1010.1,1009.98,20,40,40,0,394068.65,1420951.06,1010.1
MW56,391363.95,1430438.33,1068.1,1070.4,14,24,24,0,391363.95,1430438.33,1068.1
MW56-COE,394334.95,1420809.79,1017.93,1017.66,20,40,40,0,394334.95,1420809.79,1017.93
MW57,394194.66,1420946.58,1008.03,1008.03,16,36,36,0,394194.66,1420946.58,1008.03
MW58-COE,394344.18,1420905.29,1004.1,1007.14,12,27,27,0,394344.18,1420905.29,1004.1
MW59-COE,394128.48,1420967.63,1009.94,1009.75,19,44,44,0,394128.48,1420967.63,1009.94
MW6,390375.42,1429767.19,1106.97,1108.51,NA,NA,NA,0,390375.42,1429767.19,1106.97
MW60-COE,394256.77,1420921.87,1005.45,1008.33,13.5,33.5,33.5,0,394256.77,1420921.87,1005.45
MW7,391637.29,1430175.61,969.93,1101.18,NA,NA,NA,0,391637.29,1430175.61,969.93
MW9,389713,1427563.19,1079.26,1080.57,32,37,37,0,389713,1427563.19,1079.26
MW99-01A,391862.77,1430282.71,1084.88,1084.87,100,120,120,0,391862.77,1430282.71,1084.88
MW99-01B,391848.73,1430293.32,1084.92,1084.91,30,40,40,0,391848.73,1430293.32,1084.92
MW99-02A,391966.05,1430054,1083.04,1082.78,110,130,130,0,391966.05,1430054,1083.04
MW99-02B,391952.99,1430041.29,1083.22,1083.08,19,24,24,0,391952.99,1430041.29,1083.22
MW99-03A,392173.86,1429864.13,1065.46,1065.1,170,194,194,0,392173.86,1429864.13,1065.46
MW99-03B,392176.46,1429864.63,1065.46,1065.21,54,75,75,0,392176.46,1429864.63,1065.46
MWG1,389951.44,1429630.23,1109.2,1111.87,102.3,127,127,0,389951.44,1429630.23,1109.2
MWG10,390358.87,1430287.86,1080.29,1082.95,53.5,63.5,63.5,0,390358.87,1430287.86,1080.29
MWG11,390841.83,1430616.58,1035.01,1037.55,62,87,87,0,390841.83,1430616.58,1035.01
MWG12,391633.43,1429886.81,1100.53,1102.91,20,40.7,40.7,0,391633.43,1429886.81,1100.53
MWG14,391368.36,1430003.25,1101.7,1100.66,7.5,20.8,20.8,0,391368.36,1430003.25,1101.7
MWG15,391335.53,1430101.7,1091.32,1093.6,27,37,37,0,391335.53,1430101.7,1091.32
MWG16,391645.56,1430136.14,1100.54,1102.86,15,35,35,0,391645.56,1430136.14,1100.54
MWG17,391718.66,1430136.86,1099.18,1101.87,18.8,28.8,28.8,0,391718.66,1430136.86,1099.18
MWG19,391646.29,1430132.59,1100.65,1102.96,55,60,60,0,391646.29,1430132.59,1100.65
MWG1A,389950.3739,1429626.73,1109.08716,1111.68,60.7,71,71,0,389950.3739,1429626.73,1109.08716
MWG2,390162.47,1429689.52,1108.88,1111.45,65.5,83.5,83.5,0,390162.47,1429689.52,1108.88
MWG20,391635.89,1430299.92,1083.69,1086.13,19.8,29.8,29.8,0,391635.89,1430299.92,1083.69
MWG21,391354.63,1430435.35,1068.43,1070.27,31.2,41.2,41.2,0,391354.63,1430435.35,1068.43
MWG22,391499.62,1430490.72,1069.1,1071.27,36.5,46.5,46.5,0,391499.62,1430490.72,1069.1
MWG24,394277.95,1420835.69,1014.22,1015.96,NA,NA,NA,0,394277.95,1420835.69,1014.22
MWG3,389836.31,1429719.02,1104.47,1107.31,30.5,48,48,0,389836.31,1429719.02,1104.47
MWG31,390990.74,1430197.22,1063.17,NA,NA,NA,NA,0,390990.74,1430197.22,1063.17
MWG3R,389835.96,1429722.61,1104.47,1105.11,32.5,47.5,47.5,0,389835.96,1429722.61,1104.47
MWG4,390562.01,1429820.81,1105.18,1108.55,66.8,76.8,76.8,0,390562.01,1429820.81,1105.18
MWG5,390432.26,1429974.05,1090.75,1093.58,65.7,80.7,80.7,0,390432.26,1429974.05,1090.75
MWG5-5R,390639.06,1430789.88,1062.45,1064.9,67.9,82.9,82.9,0,390639.06,1430789.88,1062.45
MWG5-6,390729.87,1430718.45,1038.8,1041.04,16.5,36.5,36.5,0,390729.87,1430718.45,1038.8
MWG6,390485.37,1430546.76,1074.66,1075.84,49.5,59.5,59.5,0,390485.37,1430546.76,1074.66
MWG7,390844.21,1429759.71,1104.49,1107.14,41.5,51.5,51.5,0,390844.21,1429759.71,1104.49
MWOS-01,390640.46,1431650.49,1040.65,1040.64,NA,NA,NA,0,390640.46,1431650.49,1040.65
MWOS-02,391425.44,1431128.09,1012.73,1012.63,NA,NA,NA,0,391425.44,1431128.09,1012.73
MWOS-03,391430.84,1431125.09,1012.73,1015.85,11,21,21,0,391430.84,1431125.09,1012.73
MWOS-04,391797.52,1430389.51,1075.16,1078.09,13,23,23,0,391797.52,1430389.51,1075.16
MWOS-05,393325.98,1430614.96,1007.08,1007.4,NA,NA,NA,0,393325.98,1430614.96,1007.08
MWOS-06,393320.94,1430613.01,1008.56,1008.06,31.5,41.5,41.5,0,393320.94,1430613.01,1008.56
MWOS-07,393806.29,1430549.17,998.55,997.98,NA,NA,NA,0,393806.29,1430549.17,998.55
MWOS-08,393811.45,1430544.02,998.45,998.03,14,24,24,0,393811.45,1430544.02,998.45
MWOS-09,392250.5,1430914.92,1002.99,1003.05,51.5,61.5,61.5,0,392250.5,1430914.92,1002.99
MWOS-10,392239.14,1430920.36,1002.99,1003.13,NA,NA,NA,0,392239.14,1430920.36,1002.99
MWOS-11,392353.4,1430980.6,1009.94,1013.38,35,45,45,0,392353.4,1430980.6,1009.94
MWOS-12,392352.28,1430989.71,1012.21,1015.75,NA,NA,NA,0,392352.28,1430989.71,1012.21
OB,391103,1430908.8,ND,NA,NA,NA,NA,0,391103,1430908.8,ND
OB101A,390064.98,1427209.87,1085.04,1084.79,38.47,78.51,78.51,0,390064.98,1427209.87,1085.04
OB103A,389705.84,1427040.19,1083.64,1083.38,29.34,69.34,69.34,0,389705.84,1427040.19,1083.64
OB201A,390483.21,1431264.71,1029.5,1029.29,16.4,21.4,21.4,0,390483.21,1431264.71,1029.5
OB201B,390484.36,1431259.43,1029.5,1028.82,NA,NA,NA,0,390484.36,1431259.43,1029.5
OB202A,390870.36,1431057.97,1053.5,1055.27,NA,NA,NA,0,390870.36,1431057.97,1053.5
OB202B,390789.49,1431096.55,1058.1,1058.87,NA,NA,NA,0,390789.49,1431096.55,1058.1
OB202C,390867.77,1431054.64,1053.75,1055.15,29.5,34.5,34.5,0,390867.77,1431054.64,1053.75
OB203A,390955.64,1430884.9,1035.41,1037.45,NA,NA,NA,0,390955.64,1430884.9,1035.41
OB203B,391045.14,1430921.31,1027.23,1028.89,NA,NA,NA,0,391045.14,1430921.31,1027.23
OB203C,391048.82,1430918.03,1026.96,1028.08,24.2,29.2,29.2,0,391048.82,1430918.03,1026.96
OB203CR,391047.5222,1430924.487,1027.150127,1028.08,24.2,29.2,29.2,0,391047.5222,1430924.487,1027.150127
OB204A,391400.32,1430633.24,1072.6,1074.07,NA,NA,NA,0,391400.32,1430633.24,1072.6
OB204B,391358.91,1430664.95,1066.76,1066.46,NA,NA,NA,0,391358.91,1430664.95,1066.76
OB204C,391432.91,1430580.95,1071.88,1073.37,NA,NA,NA,0,391432.91,1430580.95,1071.88
OB205A,391491.51,1430489.43,1068.55,1068.44,NA,NA,NA,0,391491.51,1430489.43,1068.55
OB205B,391441.81,1430477.28,1067.77,1069.09,NA,NA,NA,0,391441.81,1430477.28,1067.77
OB206A,391668.31,1430244.76,1093.92,1095.69,NA,NA,NA,0,391668.31,1430244.76,1093.92
OB208A,390685.68,1431210.27,1036.57,1037.52,60,160,160,0,390685.68,1431210.27,1036.57
OB208B,390621.52,1431167.34,1036.4,1038.23,37.5,147.5,147.5,0,390621.52,1431167.34,1036.4
OB208C,390619.55,1431253.09,1031.9,1031.6,NA,NA,NA,0,390619.55,1431253.09,1031.9
OB209A,391305.5,1430739.61,1053.28,1053.03,NA,NA,NA,0,391305.5,1430739.61,1053.28
OB302A,392814.21,1427915.52,1049.25,1051.37,20.5,35.5,35.5,0,392814.21,1427915.52,1049.25
OB302B,392832.61,1427890.23,1052.61,1054.59,66.29,106.3,106.3,0,392832.61,1427890.23,1052.61
OB302C,392756.64,1427885.85,1044.57,1046.43,77.08,117.1,117.1,0,392756.64,1427885.85,1044.57
OB303A,392417.88,1427776.97,1032.4,1032.28,19.48,59.5,59.5,0,392417.88,1427776.97,1032.4
OW1A,391111.5549,1430775.972,1031.15,975.01,24.5,29.5,29.5,0,391111.5549,1430775.972,1031.15
OW1B,394939.04,1421366.75,974.41,974.19,5.5,10.5,10.5,0,394939.04,1421366.75,974.41
OW2,391124.72,1430797.07,1031.57,1031.58,NA,NA,NA,0,391124.72,1430797.07,1031.57
OW2A,395080.32,1421453.46,970.93,974.09,32,34.5,34.5,0,395080.32,1421453.46,970.93
OW2B,395081.08,1421449.88,969.93,972.09,5.5,10.5,10.5,0,395081.08,1421449.88,969.93
OW3,391146.62,1430766.51,1033.4,1033.17,NA,NA,NA,0,391146.62,1430766.51,1033.4
OW5A,389893.74,1427431.72,1088.53,1087.72,120,150,150,0,389893.74,1427431.72,1088.53
OW6,390008.93,1427552.48,1092.23,1092.37,100,150,150,0,390008.93,1427552.48,1092.23
OW7,390020.46,1427487.53,1090.73,1090.72,61,91,91,0,390020.46,1427487.53,1090.73
OW8,389901.2,1427396.93,1088.48,1088.41,91,121.5,121.5,0,389901.2,1427396.93,1088.48
PER536,386679.82,1428451.65,1109.56,1109.18,8,18,18,0,386679.82,1428451.65,1109.56
PER537,386671.61,1430283.47,1110,1112.11,61,71,71,0,386671.61,1430283.47,1110
PER538,389097.88,1431719.21,1098.85,1098.39,51,61,61,0,389097.88,1431719.21,1098.85
PER556,386939.81,1431776.59,1070.07,NA,NA,NA,NA,0,386939.81,1431776.59,1070.07
PER566,390147.093,1424064.592,1043.06,1042.36,80,600,600,0,390147.093,1424064.592,1043.06
PER567,387360.087,1424569.784,1095.09,NA,NA,NA,NA,0,387360.087,1424569.784,1095.09
PER568,392354.493,1425771.174,1007.05,1006.64,396.5,406.5,406.5,0,392354.493,1425771.174,1007.05
PER569,386882.479,1429233.832,1134.76,1134.51,92,480,480,0,386882.479,1429233.832,1134.76
PER727,387251.4736,1424698.751,1094.1907,1093.75,125,135,135,0,387251.4736,1424698.751,1094.1907
PER728,390815.9026,1421109.803,1048.6735,1048.37,57,67,67,0,390815.9026,1421109.803,1048.6735
PMW1,388229.2,1431969.9,1094,1093.72,37,52,52,0,388229.2,1431969.9,1094
PMW10,390418.25,1428235.55,1107.08,1107.07,66,81,81,0,390418.25,1428235.55,1107.08
PMW10D,390416.14,1428224.26,1107.05,1107.04,NA,NA,NA,0,390416.14,1428224.26,1107.05
PMW11,388347.45,1426869.62,1077.74,1077.53,59,74,74,0,388347.45,1426869.62,1077.74
PMW11D,388344.68,1426860.97,1077.49,1077.48,NA,NA,NA,0,388344.68,1426860.97,1077.49
PMW12D,386240.22,1427012.89,1090.18,1090.19,NA,NA,NA,0,386240.22,1427012.89,1090.18
PMW12R,386245.61,1427020.45,1090.02,1089.63,38,53,53,0,386245.61,1427020.45,1090.02
PMW13D,386717.78,1430674.08,1100.51,1100.5,NA,NA,NA,0,386717.78,1430674.08,1100.51
PMW14DR,386707.18,1431453.19,1079.79,1079.78,NA,NA,NA,0,386707.18,1431453.19,1079.79
PMW1D,388229.37,1431965.15,1094,1093.99,139,159,159,0,388229.37,1431965.15,1094
PMW2,387399.1,1431472.3,1075.8,1075.53,67,82,82,0,387399.1,1431472.3,1075.8
PMW3,387027.7,1430453.3,1111.4,1111.2,66,81,81,0,387027.7,1430453.3,1111.4
PMW4,387366.7,1428912.4,1109.4,1109.31,11,26,26,0,387366.7,1428912.4,1109.4
PMW5,386567.94,1427624.4,1094.37,1094.26,21,36,36,0,386567.94,1427624.4,1094.37
PMW6,388369.87,1427269.7,1105.15,1105.12,47,62,62,0,388369.87,1427269.7,1105.15
PMW7,390024.93,1431438.81,1081.96,1082.8,87.5,102.5,102.5,0,390024.93,1431438.81,1081.96
PMW7D,390038.39,1431433.98,1082.83,1082.82,NA,NA,NA,0,390038.39,1431433.98,1082.83
PMW8,389087.9,1431755.5,1098.8,1098.46,43,58,58,0,389087.9,1431755.5,1098.8
PMW8D,389095.72,1431752.23,1098.35,1098.34,NA,NA,NA,0,389095.72,1431752.23,1098.35
PMW9,389076.57,1430510.25,1100.92,1100.68,30,45,45,0,389076.57,1430510.25,1100.92
PMW9D,389082.8,1430497.3,1100.89,1100.89,NA,NA,NA,0,389082.8,1430497.3,1100.89
PS,391456.3368,1430511.681,1068.6596,NA,NA,NA,NA,0,391456.3368,1430511.681,1068.6596
PZ-1A,390207.88,1427393.65,1056.77,1056.76,6.3,21.3,21.3,0,390207.88,1427393.65,1056.77
PZ-1B,390209.59,1427394.7,1057,1059.44,25,35,35,0,390209.59,1427394.7,1057
PZ-1C,390213.3,1427396.52,1056.9,1059.23,43,53,53,0,390213.3,1427396.52,1056.9
PZ-2A,390286.34,1427400.49,1056.8,1059.72,5.5,15.5,15.5,0,390286.34,1427400.49,1056.8
PZ-2B,390283.71,1427403.98,1056.6,1059.48,19.8,29.8,29.8,0,390283.71,1427403.98,1056.6
PZ-2C,390281.36,1427407.64,1056.5,1059.42,34.3,44.3,44.3,0,390281.36,1427407.64,1056.5
PZ-3A,390366.98,1427256.28,1050.4,1052.82,10.5,15.5,15.5,0,390366.98,1427256.28,1050.4
PZ-3B,390367.97,1427257.64,1050,1052.68,20.5,30.5,30.5,0,390367.97,1427257.64,1050
PZ-3C,390370.88,1427261.02,1049,1051.89,32.5,42.5,42.5,0,390370.88,1427261.02,1049
PZ-4A,390452.87,1427288.06,1056.3,1059.34,16,26,26,0,390452.87,1427288.06,1056.3
PZ-4B,390453.76,1427291.83,1056.5,1059.25,24.5,34.5,34.5,0,390453.76,1427291.83,1056.5
PZ-4C,390454.98,1427295.67,1057,1059.72,49.1,59.1,59.1,0,390454.98,1427295.67,1057
PZ01,391269.01,1432327.61,1018.24,NA,NA,NA,NA,0,391269.01,1432327.61,1018.24
PZ02,391386.04,1431147.23,1015.1,NA,NA,NA,NA,0,391386.04,1431147.23,1015.1
PZ03,392400.08,1430907.28,1002.58,1003.48,3,13,13,0,392400.08,1430907.28,1002.58
PZ04,392863.13,1431017.39,999.41,NA,NA,NA,NA,0,392863.13,1431017.39,999.41
PZ05,395039.79,1429645.39,957.39,957.98,4,14,14,0,395039.79,1429645.39,957.39
RW-1,392677.52,1428522.15,1058.96,1061.16,12,22,22,0,392677.52,1428522.15,1058.96
RW-2,392551.49,1428513,1067.48,1069.6,15,25,25,0,392551.49,1428513,1067.48
RW-3,392723.92,1428449.96,1057.13,1059.27,12,22,22,0,392723.92,1428449.96,1057.13
RW-4,392377.44,1428375.63,1066.95,1069.08,17.5,27.5,27.5,0,392377.44,1428375.63,1066.95
RW-5,392616.32,1428377.64,1064.51,1066.83,23.5,33.5,33.5,0,392616.32,1428377.64,1064.51
RW-6,392725.83,1428319.51,1061.82,1063.99,24,34,34,0,392725.83,1428319.51,1061.82
RW-7,392529.12,1428330.12,1066.89,1068.9,22,32,32,0,392529.12,1428330.12,1066.89
RW-8,392659.63,1428252.25,1061.74,1064.04,22,32,32,0,392659.63,1428252.25,1061.74
RW101,390065.36,1427199.65,1085.19,1084.7,40.46,80.48,80.48,0,390065.36,1427199.65,1085.19
RW102C,389855.106,1427522.83,1089.72,1088.43,113,133,133,0,389855.106,1427522.83,1089.72
RW103,389701.35,1427050.09,1084.57,1083.35,29.6,69.7,69.7,0,389701.35,1427050.09,1084.57
RW201,390525.19,1431289.48,1029.65,1028.44,NA,NA,NA,0,390525.19,1431289.48,1029.65
RW202,390859.36,1431064.02,1052.44,1053.55,NA,NA,NA,0,390859.36,1431064.02,1052.44
RW203,391035.78,1430934.07,1027.74,1025.03,NA,NA,NA,0,391035.78,1430934.07,1027.74
RW204,391389.28,1430635.3,1071.88,1073.54,NA,NA,NA,0,391389.28,1430635.3,1071.88
RW205,391495.54,1430501.42,1069.06,1070.97,NA,NA,NA,0,391495.54,1430501.42,1069.06
RW206,391613.51,1430265.29,1084.09,1083.79,NA,NA,NA,0,391613.51,1430265.29,1084.09
RW207,391155.36,1430836.18,1031.89,1031.94,NA,NA,NA,0,391155.36,1430836.18,1031.89
RW208,390687.66,1431210.99,1036.7,1036.3,52,152,152,0,390687.66,1431210.99,1036.7
RW209,391312.18,1430733.96,1054.54,1056.04,NA,NA,NA,0,391312.18,1430733.96,1054.54
RW301,392566.93,1427750.21,1036.92,1035.9,NA,NA,NA,0,392566.93,1427750.21,1036.92
RW302,392821.83,1427920.11,1050.87,1050.55,75.08,115.11,115.11,0,392821.83,1427920.11,1050.87
RW303,392416.13,1427759.29,1033.53,1031.75,19.81,79.95,79.95,0,392416.13,1427759.29,1033.53
SC25MW-12,394555.369,1420548.696,1038.88,NA,NA,NA,NA,0,394555.369,1420548.696,1038.88
SC37MW-2,393896.8684,1421111.974,1008.01,NA,NA,NA,NA,0,393896.8684,1421111.974,1008.01
SC83MW-3,392146.2576,1422745.142,1030.49,NA,NA,NA,NA,0,392146.2576,1422745.142,1030.49
SC83MWB-7,392311.172,1423275.851,1030.42,NA,NA,NA,NA,0,392311.172,1423275.851,1030.42
SC83MWB-8,392348.3494,1422998.021,1028.05,NA,NA,NA,NA,0,392348.3494,1422998.021,1028.05
SC96MW-6,394529.9126,1422284.328,999.36,NA,NA,NA,NA,0,394529.9126,1422284.328,999.36
SC96MWB-1,393519.1939,1422889.179,1024.66,NA,NA,NA,NA,0,393519.1939,1422889.179,1024.66
SC96MWB-2,393706.0427,1422757.701,1024.93,NA,NA,NA,NA,0,393706.0427,1422757.701,1024.93
SC96MWB-3,393483.8998,1422340.453,1022.57,NA,NA,NA,NA,0,393483.8998,1422340.453,1022.57
SC96MWB-4,393912.5817,1422608.602,1017.3,NA,NA,NA,NA,0,393912.5817,1422608.602,1017.3
SC96MWB-5,393966.8461,1422796.668,1017.84,NA,NA,NA,NA,0,393966.8461,1422796.668,1017.84
SC96MWB-6,394528.7692,1422296.533,999.9,NA,NA,NA,NA,0,394528.7692,1422296.533,999.9
SC98MWB-10,394783.6383,1421795.156,985.61,NA,NA,NA,NA,0,394783.6383,1421795.156,985.61
SC98MWB-11,394527.0555,1421903.689,992.37,NA,NA,NA,NA,0,394527.0555,1421903.689,992.37
SC98MWB-9,394990.1242,1421512.828,970.54,NA,NA,NA,NA,0,394990.1242,1421512.828,970.54
SCT1 [A],391597.77,1431492.59,1010.01,NA,NA,NA,NA,0,391597.77,1431492.59,1010.01
SCT1 [B],391600.87,1431498.59,1010.01,NA,NA,NA,NA,0,391600.87,1431498.59,1010.01
SCT1 [C],391593.37,1431492.49,1010.01,NA,NA,NA,NA,0,391593.37,1431492.49,1010.01
SCT2 [A],391206.18,1431184.98,1026,NA,NA,NA,NA,0,391206.18,1431184.98,1026
SCT2 [B],391208.28,1431189.98,1026,NA,NA,NA,NA,0,391208.28,1431189.98,1026
SCT2 [C],391205.78,1431182.88,1026,NA,NA,NA,NA,0,391205.78,1431182.88,1026
SCT3,391220.25,1431186.94,1026,1026.48,65,95,95,0,391220.25,1431186.94,1026
SCT4,392147.54,1431407.84,1009,1014.8,NA,NA,NA,0,392147.54,1431407.84,1009
SCT5,392147.92,1431417.5,1009,1014.17,57,77,77,0,392147.92,1431417.5,1009
