LOCID,BEGDEPTH,ENDDEPTH,LOGDATE,ASTMCODE,HS_UNIT,VISDESC,USER_COMMENTS,lithcode
B4MWT,240,250,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, MICA, TRACE GARNET, ACTINOLITE, LAMINATED, WET.",NA,NDPS
B4MWT,270,280,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, BLACK, MICACEOUS, HARD, WET.",NA,NDPS
B4MWT,0,0.8,1997-11-05T07:00:00Z,NDPS,NA,CONCRETE.,NA,NDPS
B4MWT,237,240,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, MICACEOUS, DARK GRAY, PLATY.",NA,NDPS
B4MWT,180,190,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, SLIGHTLY WEATHERED, LIGHT GRAY, TRACE SCHIST, HARD, COMPETENT, FELDSPAR, WET.",NA,NDPS
B4MWT,1,2,1997-11-05T07:00:00Z,GM,NA,"FILL:  MEDIUM STIFF, YELLOWISH RED, MOTTLED (BROWN, GREY), MEDIUM GRAIN, SILT, SOME SAND, SCHIST FRAGMENTS, GRAVEL, DRY.",NA,SILTY GRAVEL
B4MWT,190,200,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, DARK GRAY/WHITE, ABUNDANT QUARTZ, GREEN MINERAL, WET.",NA,NDPS
B4MWT,0.8,1,1997-11-05T07:00:00Z,GM,NA,"FILL: DARK YELLOWISH BROWN, SAND, SOME GRAVEL, LITTLE SILT, DRY",NA,SILTY GRAVEL
B4MWT,100,110,1997-11-05T07:00:00Z,NDPS,NA,"SCHIST, VERY WEATHERED, LITTLE GARNETS (VERY WEATHERED COARSE GRAIN IN SIZE), LITTLE AMPHIBOILE (BLACK FINE GRAIN), LITTLE QUARTZ/ PLAGIOCLASE, TRACE MUSCOVITE/ BIOTITE, WET",NA,NDPS
B4MWT,210,220,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK/WHITE, HARD, QUARTZ PRESENT, WET.",NA,NDPS
B4MWT,200,210,1997-11-05T07:00:00Z,NDPS,NA,"GNEISS, BLACK/WHITE, HARD, QUARTZ PRESENT, WET.",NA,NDPS
B4MWU,38.4,40,1997-07-29T06:00:00Z,CL,NA,"VERY STIFF, YELLOWISH BROWN, GRADING TO (10YR 5/8) YELLOWISH BROWN, SANDY CLAY, MEDIUM PLASTICITY, SUBROUNDED QUARTZ, GRAVEL, SLIGHTLY DAMP.",NA,CLAY
B4MWU,24.3,30,1997-07-29T06:00:00Z,SM,NA,"MEDIUM DENSE, WEAK RED, MOTTLED LAVENDER, LIGHT OLIVE BROWN, REDDISH BROWN, STRONG BROWN, AND YELLOWISH RED, FINE TO COARSE GRAIN, MICACEOUS SAND, TRACE SILT AND GRAVEL, SUBROUNDED TO SUBANGULAR, SLIGHTLY DAMP.",NA,SILTY SAND
B4MWU,30,38.4,1997-07-29T06:00:00Z,SM,NA,"MEDIUM DENSE, WEAK RED, GRADING TO PALE RED, MOTTLED WHITE, LIGHT RED, STRONG BROWN, AND OLIVE, FINE TO COARSE GRAINED MICACEOUS SAND, SUBROUNDED TO SUBANGULAR, SLIGHTLY DAMP, TRACE GRAVEL.",NA,SILTY SAND
B4MWU,90,100,1997-07-29T06:00:00Z,SM,NA,"VERY DENSE, BROWNISH YELLOW MOTTLED, WHITE, FINE TO COARSE GRAINED, MICACEOUS SAND, TRACE SILT, FINE GRAVEL, SUBROUNDED TO SUBANGULAR, MOIST TO WET.  CHANGE TO DARK GREENISH GREY (GREY 4/1), MOTTLED WHITE WITH WHITE VEINS AT 98' (SAPROLITE)",NA,SILTY SAND
B4MWU,100,110,1997-07-29T06:00:00Z,SM,NA,"VERY DENSE, DARK GREENISH GRAY,  MOTTLED, WHITE, FINE TO COARSE GRAINED, MICACEOUS SAND, SUBROUNDED,  MOIST TO WET. (SAPROLITE)",NA,SILTY SAND
B4MWU,110,120,1997-07-29T06:00:00Z,SM,NA,"VERY DENSE, DARK GREENISH GRAY,  MOTTLED, WHITE, FINE TO COARSE GRAINED,SAND, SUBROUNDED,  MOIST TO WET. (SAPROLITE), TRACE SILT. 120' BOTTOM OF BOREHOLE.",NA,SILTY SAND
B4MWU,4,6,1997-07-29T06:00:00Z,NDPS,NA,"FILL:  MEDIUM DENSE, STRONG BROWN MOTTLED (10 R 5/8) RED, SLIGHTLY DAMP, FINE TO VERY COARSE GRAINED, MICACEOUS SAND, TRACE SILT.",NA,NDPS
B4MWU,2,4,1997-07-29T06:00:00Z,NDPS,NA,"FILL:  MEDIUM DENSE, STRONG BROWN, MOTTLED REDDISH YELLOW AND BLACK, FINE TO VERY COARSE GRAINED, MICACEOUS AND, TRACE SILT, 30 TO 40% MEDIUM GRAVEL, SLIGHTLY DAMP, SUBROUNDED TO SUBANGULAR.",NA,NDPS
B4MWU,6,8,1997-07-29T06:00:00Z,NDPS,NA,"FILL:  MEDIUM DENSE, WHITE SILTY SAND, MOTTLED (7.5 YR 5/8) STRONG BROWN WITH WOOD FRAGMENTS, BRITTLE, SLIGHTLY DAMP.",NA,NDPS
B4MWU,40,44.7,1997-07-29T06:00:00Z,SM,NA,"MEDIUM DENSE, LIGHT GRAY, FINE TO COARSE GRAINED, MICACEOUS SAND, TRACE SILT, AND ANGULAR QUARTZ, GRAVEL (COARSE GRAIN), SLIGHTLY DAMP, SAND IS SUBANGULAR TO SUBROUNDED.",NA,SILTY SAND
B4MWU,20,24.3,1997-07-29T06:00:00Z,NDPS,NA,"FILL:MEDIUM DENSE, STRONG BROWN, MOTTLED BLACK, WHITE AND YELLOW BROWN, FINE TO COARSE GRAIN, MICACEOUS SAND, SUBROUNDED TO SUBANGULAR, SLIGHTLY DAMP, GLASS AND PLASTIC FRAGMENTS.",NA,NDPS
B4MWU,10,20,1997-07-29T06:00:00Z,NDPS,NA,"FILL: VERY DENSE, STRONG BROWN, MOTTLED BROWN, YELLOWISH RED, AND BLACK, FINE TO VERY COARSE GRAIN, MICACEOUS SAND, TRACE SILT, FINE TO MEDIUM ANGULAR GRAVEL.",NA,NDPS
B4MWU,44.7,50,1997-07-29T06:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE GRAY, VERY MICACEOUS SAND, FINE GRAINED, SUBROUNDED, MOIST, MOTTLED WHITE, YELLOWISH RED, AND REDDISH BROWN.",NA,SILTY SAND
B4MWU,8,10,1997-07-29T06:00:00Z,NDPS,NA,FILL:  MEDIUM TO COARSE GRAVEL (NO SAMPLE COLLECTED).,NA,NDPS
B4MWU,60,70,1997-07-29T06:00:00Z,SM,NA,"DENSE, OLIVE, VERY MICACEOUS SAND, FINE TO COARSE GRAIN, SUBROUNDED, TRACE SILT, VERY DARK BROWN STAINING, MOIST.  VERY DARK BROWN (10 YR 2/2) LAMINAE, MOIST TO WET AT 68'.",NA,SILTY SAND
B4MWU,70,80,1997-07-29T06:00:00Z,SM,NA,"MEDIUM DENSE, STRONG  BROWN WITH BLACK LENSES, FINE TO COARSE GRAIN, MICACEOUS SAND, TRACE SILT, MOIST TO WET.  CHANGE TO OLIVE GRAY (5 Y 4/2) AT 75'.",NA,SILTY SAND
B4MWU,80,90,1997-07-29T06:00:00Z,SM,NA,"DENSE, OLIVE GRAY, MOTTLED WHITE AND OLIVE, FINE TO COARSE GRAIN, MICACEOUS SAND, SUBROUNDED TO SUBANGULAR, TRACE SILT, MOIST TO WET.  COLOR CHANGE, MEDIUM DENSE, INTERBEDDED (GREY 8/1) WHITE, (GREY 5/1) GREENISH GREY, (5 Y 4/4) OLIVE MOTTL",NA,SILTY SAND
B4MWU,0,2,1997-07-29T06:00:00Z,NDPS,NA,ASPHALT.,NA,NDPS
B4MWU,50,60,1997-07-29T06:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE GRAY, VERY MICACEOUS SAND, FINE GRAINED, SUBROUNDED,MOTTLED WHITE, YELLOWISH RED, AND REDDISH BROWN, SATURATED.  OLIVE YELLOW (2.5 Y 6/8) AND MOIST AT 54'.  COLOR CHANGE TO OLIVE BROWN (2.5 Y 4/3) AT 58'.",NA,SILTY SAND
B4MWV,1,3,1997-07-23T06:00:00Z,MH,NA,"BRICKS AT 0.5', VERY STIFF, RED MOTTLED, PINK, MICACEOUS, SILT, TRACE CLAY AND SAND, SUBROUNDED PEBBLES, MEDIUM PLASTICITY, DAMP.",NA,SILT
B4MWV,3,10,1997-07-23T06:00:00Z,SM,NA,"MEDIUM DENSE, RED MOTTLED PINK AND YELLOW RED, MICACEOUS, FINE TO COARSE GRAIN SAND, TRACE SILT, SUBROUNDED, TRACE GARNET, PEBBLES, DAMP.  COLOR CHANGE (2.5 YR 4/8) RED, WHITE AD YELLOW MOTTLING AND BLACK ORGANIC.",NA,SILTY SAND
B4MWV,90,98.5,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, WHITE, MOTTLED YELLOW AND BLACK, FINE TO VERY COARSE, MICACEOUS QUARTZ, SAND, TRACE SILT, MOIST. 98.5FT. BOTTOM OF HOLE.",NA,SILTY SAND
B4MWV,0,1,1997-07-23T06:00:00Z,NDPS,NA,CONCRETE.,NA,NDPS
B4MWV,15,19,1997-07-23T06:00:00Z,MH,NA,"VERY STIFF, STRONG BROWN, VERY PALE BROWN, SILT, LOW PLASTICITY, TRACE SAND, BLACK ORGANIC STAINING IN VEINS, MOIST.",NA,SILT
B4MWV,50,60,1997-07-23T06:00:00Z,SM,NA,"DENSE, VERIGATED OLIVE, YELLOW BROWN, WHITE, DARK RED, AND BLACK, LAMINATED, MICACEOUS FINE TO VERY COARSE GRAIN, SAND, QUARTZ PEBBLES, TRACE SILT, MOIST.  CHANGE TO VERY DENSE AT 59'.  OLIVE BROWN, MOTTLED BLACK, YELLOW RED AND WHITE WITH",NA,SILTY SAND
B4MWV,40,50,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, BROWNISH YELLOW MOTTLED REDDISH YELLOW, FINE TO COARSE GRAIN, MICCACEOUS SAND, TRACE SILT, QUARTZ PEBBLES AND BLACK VEINS, MOIST.  CHANGE COLOR AT 49' TO RED, MOTTLED BLACK, OLIVE GREY LAMINATE, FINE TO VERY COARSE.",NA,SILTY SAND
B4MWV,70,80,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, LIGHT OLIVE BROWN, MOTTLED YELLOW, BROWN, MICACEOUS, FINE TO VERY COARSE GRAIN, SAND, GARNETS AND TRACE SILT, WET.  SATURATED SANDY GRAVEL ZONE AT 79.8 TO 80.0 FT.  GRAVEL IS MEDIUM, SUBANGULAR GRANITE.",NA,SILTY SAND
B4MWV,60,70,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, LIGHT OLIVE BROWN, MOTTLED BLACK ,YELLOW, RED, AND WHITE, LAMINATED, MICACEOUS, FINE TO VERY COARSE GRAIN, SAND, QUARTZ PEBBLES, TRACE SILT, WET.  BLACK AND WHITE SOFT, SILTY ZONE AT 69.8 FT.",NA,SILTY SAND
B4MWV,24,30.2,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, BROWNISH YELLOW, MOTTLED BLACK AND OLIVE BROWN, FINE TO COARSE GRAIN, MICACEOUS SAND, TRACE SILT, SUBROUNDED, DAMP.",NA,SILTY SAND
B4MWV,19,20.2,1997-07-23T06:00:00Z,SP,NA,"DENSE, YELLOWISH RED TO YELLOWISH BROWN, FINE TO VERY COARSE GRAIN, MICACEOUS TO GRAVELLY SAND, SUBROUNDED, DAMP.",NA,SAND
B4MWV,10,15,1997-07-23T06:00:00Z,SM,NA,"MEDIUM DENSE, RED MOTTLED WHITE AND YELLOW, FINE TO COARSE GRAIN, MICACEOUS SAND, TRACE SILT, DAMP, BECOMING LAMINATED. WHITE (10 R 8/1) REDDISH YELLOW, (7.5 YR 6/8), BLACK, AND DARK RED (10 R 3/6).",NA,SILTY SAND
B4MWV,20.2,24,1997-07-23T06:00:00Z,MH,NA,"HARD, STRONG BROWN, WITH VERY PALE BROWN VEINS, SILT, LOW PLASTICITY, TRACE BLACK ORGANIC STAINING, DAMP.",NA,SILT
B4MWV,80,90,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, LIGHT OLIVE BROWN, MOTTLED YELLOW, BROWN, BLACK, AND WHITE, MICACEOUS, FINE TO VERY COARSE GRAIN, SAND, GARNETS AND TRACE SILT, WET.  WHITE QUARTZ GRAVEL ZONE AT 85.5 FT.   COLOR CHANGE TO DARK YELLOW BROWN AT 89 FT.",NA,SILTY SAND
B4MWV,30.2,40,1997-07-23T06:00:00Z,SM,NA,"VERY DENSE, WHITE MOTTLED LIGHT GRAY, FINE TO VERY COARSE GRAIN, MICACEOUS QUARTZ SAND, DAMP.  CHANGE TO MOTTLED BLACK WITH ORGANIC NODULES, RED AT 34'.  COLOR CHANGE AT 39' TO BROWNISH YELLOW, MOTTLED, SUBROUND TO SUBANGULAR REDDISH YELLOW",NA,SILTY SAND
B4PIIHP001,5,7,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, RED CLAYEY SILT.",NA,SILT
B4PIIHP001,2,5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP001,0,2,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, RED CLAYEY SILT.",NA,SILT
B4PIIHP001,7,10,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP001,27,30,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP001,10,12,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, RED CLAYEY SILT.",NA,SILT
B4PIIHP001,12,15,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP001,25,27,1998-10-19T06:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN MICACEOUS CLAYEY SILT.",NA,SILT
B4PIIHP001,30,32,1998-10-19T06:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN MICACEOUS CLAYEY SILT.  BORING TERMINATED AT 32'.",NA,SILT
B4PIIHP001,17,20,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP001,22,25,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP001,20,22,1998-10-19T06:00:00Z,ML,NA,"MEDIUM STIFF, YELLOWISH RED CLAYEY SILT.",NA,SILT
B4PIIHP001,15,17,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, RED CLAYEY SILT.",NA,SILT
B4PIIHP002,2,5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP002,5,7,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, RED, MICACEOUS SILT.",NA,SILT
B4PIIHP002,10,12,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, (TO MEDIUM STIFF), RED MICACEOUS CLAYEY SILT.",NA,SILT
B4PIIHP002,12,14,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.  REFUSAL AT 14'.  BORING TERMINATED.,NA,NDPS
B4PIIHP002,7,10,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP002,0,2,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE YELLOWISH RED CLAYEY SILT.",NA,SILT
B4PIIHP003,7,9.5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.  REFUSAL AT 9.5'.  BORING TERMINATED.,NA,NDPS
B4PIIHP003,5,7,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, BROWN CLAYEY SILT.",NA,SILT
B4PIIHP003,2,5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP003,0,2,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, STRONG BROWN (7.5 YR 5/6) MICACEOUS CLAYEY SILT.",NA,SILT
B4PIIHP004,15,17,1998-10-13T06:00:00Z,ML,NA,"DENSE, BROWN MICACEOUS SANDY SILT.",NA,SILT
B4PIIHP004,12,15,1998-10-13T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP004,2,5,1998-10-13T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP004,0,2,1998-10-13T06:00:00Z,CL,NA,"DENSE, DARK REDDISH BROWN, SILTY SANDY CLAY.",NA,CLAY
B4PIIHP004,22,25,1998-10-13T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP004,10,12,1998-10-13T06:00:00Z,SW,NA,"SOFT, LOOSE, BROWN MICACEOUS SILTY SAND.",NA,SAND
B4PIIHP004,20,22,1998-10-13T06:00:00Z,ML,NA,"DENSE, BROWN MICACEOUS SANDY SILT.",NA,SILT
B4PIIHP004,25,27,1998-10-13T06:00:00Z,NDPS,NA,NO DESCRIPTION.  WET AT 26'.  NO SAMPLE.  BORING TERMINATED AT 27'.,NA,NDPS
B4PIIHP004,7,10,1998-10-13T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP004,17,20,1998-10-13T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP004,5,7,1998-10-13T06:00:00Z,SW,NA,"SOFT, LOOSE, MICACEOUS SILTY SAND, DARK RED.",NA,SAND
B4PIIHP005,7,10,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP005,15,17,1998-10-19T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP005,17,20,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP005,10,12,1998-10-19T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP005,0,2,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, YELLOWISH RED CLAYEY SANDY SILT.",NA,SILT
B4PIIHP005,20,22,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE REDDISH YELLOW CLAYEY SILT.  SATURATED AT 22.0'.  BORING TERMINATED.",NA,SILT
B4PIIHP005,12,15,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP005,2,5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP005,5,7,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, YELLOWISH RED CLAYEY SANDY SILT.",NA,SILT
B4PIIHP006,2,5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP006,20,22,1998-10-19T06:00:00Z,CL,NA,"DENSE, STIFF, RED, SILTY CLAY.  SATURATED AT 22.0'.  BORING TERMINATED.",NA,CLAY
B4PIIHP006,12,15,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP006,0,2,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, YELLOWISH RED CLAYEY SANDY SILT.",NA,SILT
B4PIIHP006,15,17,1998-10-19T06:00:00Z,CL,NA,"DENSE, STIFF, RED, SILTY CLAY.",NA,CLAY
B4PIIHP006,10,12,1998-10-19T06:00:00Z,CL,NA,"DENSE, STIFF, RED, SILTY CLAY.",NA,CLAY
B4PIIHP006,7,10,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP006,5,7,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, YELLOWISH RED CLAYEY SANDY SILT.",NA,SILT
B4PIIHP006,17,20,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP007,17,22,2000-11-28T07:00:00Z,CL,NA,"SILTY CLAY, YELLOWISH BROWN, FIRM, LOW PLASTICITY, SOME SAPROLITE.",NA,CLAY
B4PIIHP007,0,17,2000-11-28T07:00:00Z,NDPS,NA,NO LITHOLOGIC DESCRIPTION PROVIDED.,NA,NDPS
B4PIIHP009,7,10,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP009,5,7,1998-10-19T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP009,11,12,1998-10-19T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY, MIXED WITH GRANULAR GRANITIC SAPROLITE.",NA,CLAY
B4PIIHP009,2,5,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP009,10,11,1998-10-19T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP009,0,2,1998-10-19T06:00:00Z,ML,NA,"SOFT, LOOSE, DARK RED CLAYEY SILT.",NA,SILT
B4PIIHP009,12,13,1998-10-19T06:00:00Z,NDPS,NA,NO DESCRIPTION.  REFUSAL AT 13.0'.  BORING TERMINATED.,NA,NDPS
B4PIIHP010,0,13,2000-11-27T07:00:00Z,NDPS,NA,NO LITHOLOGIC DESCRIPTION PROVIDED.,NA,NDPS
B4PIIHP010,13,17,2000-11-27T07:00:00Z,CL,NA,"BROWN RED CLAY, STIFF.",NA,CLAY
B4PIIHP013,5,7.5,1998-10-26T07:00:00Z,ML,NA,"SOFT, LOOSE, RED, CLAYEY SILT.  BETWEEN 7-7.5' NO DESCRIPTION.  REFUSAL AT 7.5', BORING TERMINATED.",NA,SILT
B4PIIHP013,0,2,1998-10-26T07:00:00Z,ML,NA,"SOFT, LOOSE, RED, CLAYEY SILT, WITH ORGANICS.",NA,SILT
B4PIIHP013,2,5,1998-10-26T07:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP015,5,7,1998-10-20T06:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN, CLAYEY SILT.",NA,SILT
B4PIIHP015,12,13,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.  REFUSAL AT 13.0'.  BORING TERMINATED.,NA,NDPS
B4PIIHP015,7,10,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP015,2,5,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP015,0,2,1998-10-20T06:00:00Z,GW,NA,"COARSE GRAVEL, (FILL).",NA,GRAVEL
B4PIIHP015,10,12,1998-10-20T06:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN, CLAYEY SILT.",NA,SILT
B4PIIHP016,25,26.5,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.  REFUSAL AT 26.5', BORING TERMINATED.",NA,CLAY
B4PIIHP016,20,22,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP016,17,20,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP016,0,2,1998-10-20T06:00:00Z,GW,NA,COARSE GRAVEL (FILL).,NA,GRAVEL
B4PIIHP016,22,25,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP016,12,15,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP016,15,17,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP016,7,10,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP016,2,5,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP016,5,7,1998-10-20T06:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN CLAYEY SILT.",NA,SILT
B4PIIHP016,10,12,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP017,0,0.2,1998-10-20T06:00:00Z,GW,NA,ASPHALT / GRAVEL.,NA,GRAVEL
B4PIIHP017,2,5,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP017,12,15,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP017,0.2,2,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, DENSE YELLOWISH RED SANDY GRAVELY CLAY.",NA,CLAY
B4PIIHP017,15,17,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, DENSE YELLOWISH RED SANDY CLAY.",NA,CLAY
B4PIIHP017,17,20,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP017,5,7,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, DENSE YELLOWISH RED SANDY CLAY.",NA,CLAY
B4PIIHP017,7,10,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP017,10,12,1998-10-20T06:00:00Z,CL,NA,"MEDIUM STIFF, DENSE YELLOWISH RED SANDY CLAY.",NA,CLAY
B4PIIHP017,20,22,1998-10-20T06:00:00Z,ML,NA,"LOOSE, YELLOWISH BROWN GRAVELLY (SAPROLITIC) SANDY CLAYEY SILT.",NA,SILT
B4PIIHP017,22,24,1998-10-20T06:00:00Z,NDPS,NA,NO DESCRIPTION.  REFUSAL AT 24.5'.  BORING TERMINATED.,NA,NDPS
B4PIIHP018,7,10,1998-01-22T07:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP018,5,7,1998-01-22T07:00:00Z,ML,NA,"MEDIUM STIFF, RED CLAYEY SILT.",NA,SILT
B4PIIHP018,10,12,1998-01-22T07:00:00Z,CL,NA,"MEDIUM STIFF, RED SILTY CLAY.",NA,CLAY
B4PIIHP018,2,5,1998-01-22T07:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP018,0,2,1998-01-22T07:00:00Z,CL,NA,"STIFF, REDDISH BROWN SANDY SILTY CLAY.",NA,CLAY
B4PIIHP018,15,17,1998-01-22T07:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN, MICACEOUS CLAYEY SILT.",NA,SILT
B4PIIHP018,12,15,1998-01-22T07:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP018,20,22,1998-01-22T07:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN, MICACEOUS CLAYEY SILT.",NA,SILT
B4PIIHP018,22,24,1998-01-22T07:00:00Z,NDPS,NA,NO DESCRIPTION.  REFUSAL AT 24.0'.  BORING TERMINATED.,NA,NDPS
B4PIIHP018,17,20,1998-01-22T07:00:00Z,NDPS,NA,NO DESCRIPTION.,NA,NDPS
B4PIIHP018A,13,16,2000-11-29T07:00:00Z,NA,NA,BENTONITE HOLE PLUG FROM PREVIOUS HOLE.,NA,NA
B4PIIHP018A,16,17,2000-11-29T07:00:00Z,CL,NA,"BROWN RED, SILTY CLAY WITH MICA.  REFUSAL AT 17FT.",NA,CLAY
B4PIIHP018A,0,13,2000-11-29T07:00:00Z,NDPS,NA,NO LITHOLOGIC DESCRIPTION PROVIDED.,NA,NDPS
B4PIIHP019,5,7,1998-10-20T06:00:00Z,ML,NA,"STIFF, REDDISH GRAY GRAVELLY SILT.  (MORE SAND INSTEAD OF GRAVEL.)",NA,SILT
B4PIIHP019,0,2,1998-10-20T06:00:00Z,ML,NA,"STIFF, REDDISH GRAY GRAVELLY SILT.",NA,SILT
