LOCID,BEGDEPTH,ENDDEPTH,LOGDATE,ASTMCODE,HS_UNIT,VISDESC,USER_COMMENTS,lithcode
B96HWHP005,0,2,1997-02-19T07:00:00Z,CL,NA,"STIFF, RED, BLOCKY CLAY",NA,CLAY
B96HWHP005,5,7,1997-02-19T07:00:00Z,CL,NA,"MEDIUM STIFF, OLIVE BROWN (STAINED COLOR), SANDY CLAY, FEW GRAVELS",NA,CLAY
B96HWHP005,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP006,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP006,5,7,1997-02-19T07:00:00Z,SM,NA,"MEDIUM DENSE, VERY DARK GRAYISH BROWN, WITH PIECES OF ANGULAR BLACK MATERIAL, SANDY SILT",NA,SILTY SAND
B96HWHP006,0,2,1997-02-19T07:00:00Z,CL,NA,"MEDIUM STIFF, YELLOWISH RED, HOMOGENEOUS, SANDY CLAY",NA,CLAY
B96HWHP007,5,7,1997-02-19T07:00:00Z,CL,NA,"STIFF, RED, HOMOGENEOUS, CLAY, MEDIUM PLASTICITY",NA,CLAY
B96HWHP007,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP007,0,2,1997-02-19T07:00:00Z,CL,NA,"STIFF, STRONG BROWN, HOMOGENEOUS, SANDY CLAY, SOME GRAVEL",NA,CLAY
B96HWHP008,5,7,1997-02-19T07:00:00Z,CL,NA,"STIFF, RED, HOMOGENEOUS, CLAY, MEDIUM PLASTICITY",NA,CLAY
B96HWHP008,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP008,0,2,1997-02-19T07:00:00Z,CL,NA,"STIFF, STRONG BROWN, HOMOGENEOUS, SANDY CLAY, SOME GRAVEL",NA,CLAY
B96HWHP009,0,2,1997-02-19T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, HOMOGENEOUS, SILTY FINE SAND, SOME CLAY LENSES AND ORGANIC MATTER",NA,SILT
B96HWHP009,5,7,1997-02-19T07:00:00Z,CL,NA,"STIFF, YELLOWISH RED, HOMOGENEOUS, CLAY, MEDIUM PLASTICITY",NA,CLAY
B96HWHP009,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP010,0,2,1997-02-19T07:00:00Z,CL,NA,"MEDIUM STIFF, YELLOWISH RED, HOMOGENEOUS SANDY CLAY",NA,CLAY
B96HWHP010,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP010,5,7,1997-02-19T07:00:00Z,CL,NA,"STIFF, RED, BLOCKY CLAY",NA,CLAY
B96HWHP011,0,2,1997-02-20T07:00:00Z,ML,NA,"MEDIUM DENSE, STRONG BROWN, HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96HWHP012,0,2,1997-02-19T07:00:00Z,CL,NA,"STIFF, STRONG BROWN, HOMOGENEOUS, SANDY CLAY",NA,CLAY
B96HWHP012,2,5,1997-02-19T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96HWHP012,5,7,1997-02-19T07:00:00Z,CL,NA,"STIFF, RED, HOMOGENEOUS, CLAY, MEDIUM PLASTICITY",NA,CLAY
B96SRHP005,5,7,1997-02-18T07:00:00Z,CL,NA,"STIFF, YELLOWISH RED, SILTY CLAY, MEDIUM PLASTICITY",NA,CLAY
B96SRHP005,15,17,1997-02-18T07:00:00Z,ML,NA,"MEDIUM DENSE, YELLOWISH BROWN, SILTY FINE SAND",NA,SILT
B96SRHP005,12,15,1997-02-18T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP005,7,10,1997-02-18T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP005,25,27,1997-02-18T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, OLIVE BROWN (2.5 Y 4/4), HOMOGENEOUS MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP005,10,12,1997-02-18T07:00:00Z,ML,NA,"MEDIUM DENSE, YELLOWISH RED, SILTY FINE SAND, SOME MICA",NA,SILT
B96SRHP005,20,22,1997-02-18T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, PINK (7.5 YR 7/3), OLIVE BROWN (2.5 Y 4/4), HOMOGENEOUS SILTY SAND",NA,SILTY SAND
B96SRHP005,22,25,1997-02-18T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP005,2,5,1997-02-18T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP005,17,20,1997-02-18T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP015,12,15,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP015,15,17,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, STRONG BROWN, LIGHT OLIVE BROWN (2.5 YR 5/4), PINK (7.5 YR 7/3), HOMOGENEOUS SILTY SAND, MICA PRESENT",NA,SILTY SAND
B96SRHP015,17,18,1997-02-17T07:00:00Z,NDPS,NA,"NO DESCRIPTION, REFUSAL AT 18'",NA,NDPS
B96SRHP015,7,10,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP015,10,12,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH RED, HOMOGENEOUS SAND WITH SILT AND MICASOME MICA",NA,SILTY SAND
B96SRHP015,2,5,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP015,0,2,1997-02-17T07:00:00Z,ML,NA,"MEDIUM DENSE, YELLOWISH RED, VERY FINE SAND, SOME MICA",NA,SILT
B96SRHP017,5,7,1997-02-12T07:00:00Z,CL,NA,"STIFF, STRONG BROWN, HOMOGENEOUS, SILTY CLAY, SOME GRAVEL, ROCK POWDER AND CHIPS AT BOTTOM",NA,CLAY
B96SRHP017,2,5,1997-02-12T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP017,7,8.5,1997-02-12T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP017,0,2,1997-02-12T07:00:00Z,CL,NA,"STIFF, STRONG BROWN, HOMOGENEOUS, CLAY, MEDIUM PLASTICITY, SOME GRAVEL",NA,CLAY
B96SRHP020,27,30,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,30,32,1997-02-14T07:00:00Z,SM,NA,"MEDIUM DENSE TO DENSE, OLIVE BROWN, STRONG BROWN (7.5 YR4/6), WHITE (7.5 YRN 8/0),  RELIC STRUCTURE, SITLY SAND",NA,SILTY SAND
B96SRHP020,12,15,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,15,17,1997-02-14T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, PINK (7.5 YR 7/3), HOMOGENEOUS SILTY SAND",NA,SILTY SAND
B96SRHP020,25,27,1997-02-14T07:00:00Z,NDPS,NA,"NO DECSRIPTION, NO RECOVERY",NA,NDPS
B96SRHP020,5,7,1997-02-14T07:00:00Z,CL,NA,"STIFF, YELLOWISH RED, BLOCKY SILTY CLAY, MEDIUM PLASTICITY",NA,CLAY
B96SRHP020,32,35,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,10,12,1997-02-14T07:00:00Z,ML,NA,"MEDIUM DENSE, STRONG BROWN, MICACEOUS SILTY FINE SAND",NA,SILT
B96SRHP020,2,5,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,22,25,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,40,42,1997-02-14T07:00:00Z,SM,NA,"MEDIUM DENSE, LIGHT OLIVE BROWN, HOMOGENEOUS, SITLY SAND, SOME MICA",NA,SILTY SAND
B96SRHP020,7,10,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,42,45,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,35,37,1997-02-14T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN, STRONG BROWN (7.5 YR4/6), HOMOGENEOUS, SITLY SAND",NA,SILTY SAND
B96SRHP020,37,40,1997-02-14T07:00:00Z,NDPS,NA,"NO DECSRIPTION, WATER AT 38 FT",NA,NDPS
B96SRHP020,47,50,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,17,20,1997-02-14T07:00:00Z,NDPS,NA,NO DECSRIPTION,NA,NDPS
B96SRHP020,20,22,1997-02-14T07:00:00Z,ML,NA,"MEDIUM DENSE, LIGHT OLIVE BROWN, HOMOGENEOUS MICACEOUS SILTY FINE SAND",NA,SILT
B96SRHP020,45,47,1997-02-14T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN, HOMOGENEOUS, SITLY SAND, SOME MICA",NA,SILTY SAND
B96SRHP021,12,15,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,7,10,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,10,12,1997-02-11T07:00:00Z,ML,NA,"MEDIUM DENSE, MOTTLED PINK (7.5 YR 7/4), WHITE (7.5 YRN 8/0), LIGHT OLIVE BROWN (2.5 YR 3/4), HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96SRHP021,0,5,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,42,45,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,37,40,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,5,7,1997-02-11T07:00:00Z,CL,NA,"STIFF, RED, HOMOGENEOUS SILTY CLAY, SOME MICA",NA,CLAY
B96SRHP021,15,17,1997-02-11T07:00:00Z,ML,NA,"MEDIUM DENSE, MOTTLED PINK (7.5 YR 7/4), WHITE (7.5 YRN 8/0), LIGHT OLIVE BROWN (2.5 YR 3/4), HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96SRHP021,17,20,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,40,42,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN, PALE YELLOW (2.5 YR 8/3), MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP021,25,27,1997-02-11T07:00:00Z,ML,NA,"MEDIUM DENSE, REDDISH BROWN, OLIVE BROWN (2.5 YR 4/4), HOMOGENEOUS SILTY FINE SAND, SOME MICA",NA,SILT
B96SRHP021,35,37,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN,MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP021,20,22,1997-02-11T07:00:00Z,ML,NA,"MEDIUM DENSE, REDDISH BROWN, OLIVE BROWN (2.5 YR 4/4), HOMOGENEOUS SILTY FINE SAND, SOME MICA",NA,SILT
B96SRHP021,32,35,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,30,32,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN,MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP021,22,25,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP021,27,30,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,10,12,1997-02-11T07:00:00Z,ML,NA,"MEDIUM DENSE, MOTTLED PINK, WHITE (7.5 YRN 8/0), OLIVE BROWN (2.5 Y 4/4), MICACEOUS, SILTY FINE SAND",NA,SILT
B96SRHP022,47,52,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,45,47,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, LIGHT OLIVE BROWN, MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP022,12,15,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,7,10,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,22,25,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,25,27,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH BROWN, SILTY SAND, SOME MICA",NA,SILTY SAND
B96SRHP022,5,7,1997-02-11T07:00:00Z,CL,NA,"STIFF, RED, SILTY CLAY, MEDIUM PLASTICTIY, SOME MICA AND DEBRIS",NA,CLAY
B96SRHP022,40,42,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH BROWN, OLIVE BROWN (2.5 YR 4/4), MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP022,42,45,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,35,37,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH BROWN, LIGHT OLIVE BROWN (2.5 YR 5/3), MICACEOUS SILTY SANDWATER AT 37 FT",NA,SILTY SAND
B96SRHP022,15,17,1997-02-11T07:00:00Z,ML,NA,"MEDIUM DENSE, MOTTLED LIGHT REDDISH BROWN, OLIVE BROWN (2.5 Y 4/4), MICACEOUS, SILTY FINE SAND",NA,SILT
B96SRHP022,17,20,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,20,22,1997-02-11T07:00:00Z,SM,NA,"MEDIUM DENSE, STRONG BROWN, MICACEOUS, SILTY SAND",NA,SILTY SAND
B96SRHP022,27,35,1997-02-11T07:00:00Z,NDPS,NA,"NO DESCRIPTION, NO RECOVERY",NA,NDPS
B96SRHP022,0,5,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP022,37,40,1997-02-11T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,30,32,1997-02-13T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, WHITE (10 YR 8/2), FINE SAND, SOME MICA",NA,SILT
B96SRHP023,5,7,1997-02-13T07:00:00Z,CL,NA,"STIFF, RED, BLOCKY SILTY CLAY, MICA PRESENT",NA,CLAY
B96SRHP023,0,5,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,27,30,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,37,40,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,10,12,1997-02-13T07:00:00Z,SC,NA,"DENSE, YELLOWISH RED, YELLOW (10 YR 7/8), CLAY AND SAND, SIGNIFICANT MICA",NA,CLAYEY SAND
B96SRHP023,25,27,1997-02-13T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN, WHITE (10 YR 8/2), MICACEOUS SILTY SAND, SOME RELIC STRUCTURE",NA,SILTY SAND
B96SRHP023,35,37,1997-02-13T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, WHITE (10 YR 8/2), FINE SAND, SOME MICAWATER AT 37 FT",NA,SILT
B96SRHP023,15,17,1997-02-13T07:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH RED, HOMOGENEOUS, SILTY SAND, MICA PRESENT IN ROCK LENSES",NA,SILTY SAND
B96SRHP023,7,10,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,32,35,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,12,15,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,17,20,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,42,45,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,22,25,1997-02-13T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP023,20,22,1997-02-13T07:00:00Z,SM,NA,"MEDIUM DENSE, STRONG BROWN, MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP023,40,42,1997-02-13T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, STRONG BROWN (7.5 YR 5/6), WHITE (10 YR 8/2), HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96SRHP023,45,47,1997-02-13T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, YELLOWISH BROWN (10 YR 5/8), MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP024,20,22,1997-02-05T07:00:00Z,ML,NA,"DENSE, OLIVE BROWN, HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96SRHP024,15,17,1997-02-05T07:00:00Z,ML,NA,"LOOSE, MOTTLED RED, OLIVE (5 Y 5/4), SILTY FINE SAND, MICA IN LENSES OF ROCK STRUCTURED MATERIAL",NA,SILT
B96SRHP024,17,20,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,47,50,1997-02-05T07:00:00Z,NDPS,NA,"NO DESCRIPTION, TD = 50'",NA,NDPS
B96SRHP024,12,15,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,7,10,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,30,32,1997-02-05T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, LIGHT REDDISH BROWN (5 YR 6/4), HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96SRHP024,32,35,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,22,25,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,40,42,1997-02-05T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN, WHITE (7.5 YR 8/1), STRONG BROWN (10 YR 4/6), FINE SAND, SOME SILT",NA,SILTY SAND
B96SRHP024,45,47,1997-02-05T07:00:00Z,SM,NA,"MEDIUM DENSE, OLIVE BROWN, STRONG BROWN, MICACEOUS SILTY SAND, RELIC STRUCTURE, TD = 50'",NA,SILTY SAND
B96SRHP024,35,37,1997-02-05T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, LIGHT REDDISH BROWN, STRONG BROWN, HOMOGENEOUS SILTY FINE SAND",NA,SILT
B96SRHP024,10,12,1997-02-05T07:00:00Z,ML,NA,"MEDIUM DENSE, MOTTLED PINK, WHITE (5 YR 8/1), OLIVE (5 Y 5/4), SILTY FINE SAND, SOME MICA",NA,SILT
B96SRHP024,25,27,1997-02-05T07:00:00Z,ML,NA,"DENSE, OLIVE BROWN, HOMOGENEOUS SILTY FINE SAND, MICA IN LENSE OF ROCK STRUCTURED MATERIAL",NA,SILT
B96SRHP024,27,30,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,42,45,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,37,40,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTIONWATER AT 38 FT,NA,NDPS
B96SRHP024,0,5,1997-02-05T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP024,5,7,1997-02-05T07:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN, HOMOGENEOUS, SILT",NA,SILT
B96SRHP025,7,10,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,5,7,1997-02-06T07:00:00Z,ML,NA,"MEDIUM STIFF, REDDISH BROWN, HOMOGENEOUS, SILT, TRACE CLAY, SOME MICA",NA,SILT
B96SRHP025,37,40,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,10,12,1997-02-06T07:00:00Z,ML,NA,"MEDIUM DENSE, MOTTLED PINK, WHITE (5 YR 8/1), OLIVE (5Y 5/4), SILTY FINE SAND, SOME MICA",NA,SILT
B96SRHP025,40,42,1997-02-06T07:00:00Z,SM,NA,"DENSE, YELLOWISH BROWN, MICACEOUS SILTY SAND, STRONG RELIC STRUCTURE",NA,SILTY SAND
B96SRHP025,12,15,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,35,37,1997-02-06T07:00:00Z,SM,NA,"VERY DENSE, YELLOWISH BROWN, PINK (5 YR 7/4), MICACEOUS SILTY SAND, STRONG RELIC STRUCTUREWATER AT 37 FT",NA,SILTY SAND
B96SRHP025,45,47,1997-02-06T07:00:00Z,SM,NA,"DENSE, YELLOWISH BROWN, MICACEOUS SILTY SAND, STRONG RELIC STRUCTURE",NA,SILTY SAND
B96SRHP025,17,20,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,20,22,1997-02-06T07:00:00Z,ML,NA,"DENSE, OLIVE BROWN, SILTY FINE SAND, RELIC STRUCTURE",NA,SILT
B96SRHP025,32,35,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,22,25,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,15,17,1997-02-06T07:00:00Z,ML,NA,"LOOSE, MOTTLED RED, PINK (2.5 YR 7/3), WHITE (5 YR 8/1),MICACEOUS SILTY FINE SAND",NA,SILT
B96SRHP025,27,30,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,42,45,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,30,32,1997-02-06T07:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH BROWN, MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP025,25,27,1997-02-06T07:00:00Z,ML,NA,"MEDIUM DENSE, OLIVE BROWN, STRONG BROWN (7.5 YR 5/6), MICACEOUS SILTY FINE SAND",NA,SILT
B96SRHP025,47,50,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP025,0,5,1997-02-06T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,25,27,1997-02-17T07:00:00Z,ML,NA,"MEDIUM DENSE, LIGHT REDDISH BROWN, HOMOGENEOUS SILTY FINE SAND, SOME MICA",NA,SILT
B96SRHP026,20,22,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, LIGHT OLIVE BROWN (2.5 YR 4/4), HOMOGENEOUS SILTY FINE SAND, MICA FRAGMENTS PRESENT",NA,SILTY SAND
B96SRHP026,27,30,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,42,46,1997-02-17T07:00:00Z,NDPS,NA,"NO DESCRIPTION, WATER AT 34 FT",NA,NDPS
B96SRHP026,17,20,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,30,32,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, OLIVE BROWN (2.5 YR 4/4), HOMOGENEOUS MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP026,40,42,1997-02-17T07:00:00Z,SM,NA,"DENSE, YELLOWISH BROWN, HOMOGENEOUS MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP026,22,25,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,15,17,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, LIGHT OLIVE BROWN (2.5 YR 5/3), SILTY SAND, MICA AND QUARTZ FRAGMENTS PRESENT",NA,SILTY SAND
B96SRHP026,37,40,1997-02-17T07:00:00Z,NDPS,NA,"NO DESCRIPTION, WATER AT 34 FT",NA,NDPS
B96SRHP026,7,10,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,0,5,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,5,7,1997-02-17T07:00:00Z,SM,NA,"DENSE, WHITE, PINK (7.5 YR 7/3), SILTY SAND, MICA AND QUARTZ FRAGMENTS PRESENT",NA,SILTY SAND
B96SRHP026,12,15,1997-02-17T07:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP026,10,12,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, LIGHT OLIVE BROWN (2.5 YR 5/3), SILTY SAND, MICA AND QUARTZ FRAGMENTS PRESENT",NA,SILTY SAND
B96SRHP026,35,37,1997-02-17T07:00:00Z,SM,NA,"MEDIUM DENSE, WHITE, HOMOGENEOUS MICACEOUS SILTY SAND",NA,SILTY SAND
B96SRHP026,32,35,1997-02-17T07:00:00Z,NDPS,NA,"NO DESCRIPTION, WATER AT 34 FT",NA,NDPS
B96SRHP027,0,2,1997-04-29T06:00:00Z,SM,NA,"MEDIUM DENSE, STRONG BROWN, HOMOGENEOUS, MICACEOUS SILTY SAND, FEW GRAVELS",NA,SILTY SAND
B96SRHP027,5,7,1997-04-29T06:00:00Z,SC,NA,"MEDIUM DENSE, STRONG BROWN, RED, HOMOGENEOUS, SAND AND CLAY MIXTURE, FEW GRAVELS",NA,CLAYEY SAND
B96SRHP027,7,8.5,1997-04-29T06:00:00Z,NDPS,NA,"NO DESCRIPTION, REFUSAL AT 8.5'",NA,NDPS
B96SRHP027,2,5,1997-04-29T06:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP028,7,8,1997-04-29T06:00:00Z,NDPS,NA,"NO DESCRIPTION, REFUSAL AT 8'",NA,NDPS
B96SRHP028,2,5,1997-04-29T06:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP028,5,7,1997-04-29T06:00:00Z,GM,NA,"VERY DENSE, LIGHT GRAY, HOMOGENEOUS SANDY GRAVELS",NA,SILTY GRAVEL
B96SRHP028,0,2,1997-04-29T06:00:00Z,SM,NA,"MEDIUM DENSE, STRONG BROWN, HOMOGENEOUS, SILTY SAND, FEW GRAVELS",NA,SILTY SAND
B96SRHP029,22,25,1997-04-29T06:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP029,30,32,1997-04-29T06:00:00Z,SM,NA,"MEDIUM DENSE, YELLOWISH BROWN, RELIC STRUCTURED MICACEOUS SILTY SAND, REFUSAL AT 35'",NA,SILTY SAND
B96SRHP029,0,5,1997-04-29T06:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP029,27,30,1997-04-29T06:00:00Z,NDPS,NA,NO DESCRIPTION,NA,NDPS
B96SRHP029,5,7,1997-04-29T06:00:00Z,ML,NA,"MEDIUM STIFF, STRONG BROWN, OLIVE (5 Y 5/4), HOMOGENEOUS, FINE SANDY SILT",NA,SILT
B96SRHP029,10,12,1997-04-29T06:00:00Z,ML,NA,"MEDIUM STIFF, RED, HOMOGENEOUS, MICACEOUS CLAYEY SILT",NA,SILT
