locs_complete$ECOORD,locs_complete$NCOORD,locs_complete@coords
392763.04,1427785.22,392782.13722222217
392126.23,1428795.28,392145.3272222222
393097.64,1427762.67,393116.7372222222
392987.74,1427012.35,393006.8372222222
392986.95,1427021,393006.0472222222
392092.93,1427985.75,392112.0272222222
392429.67,1427257.77,392448.7672222222
392502.29,1427200.25,392521.38722222217
392659.23,1427141.44,392678.3272222222
392731.82,1427371,392750.9172222222
392829.78,1427665.73,392848.8772222222
392830,1427668,392849.0972222222
391874.27,1428443.95,391893.3672222222
391828.86,1428368.59,391847.9572222222
391800.88,1428154.26,391819.9772222222
391781.9,1427991.28,391800.9972222222
391919.9,1427832.34,391938.9972222222
392103.61,1427803.88,392122.7072222222
392192.65,1427790.16,392211.7472222222
392332.81,1427731.2,392351.9072222222
392272.6,1427800.48,392291.69722222217
392246.7,1427965.73,392265.7972222222
392189.9,1428230.51,392208.9972222222
391970.93,1428368.63,391990.0272222222
392197.15,1427812.01,392216.2472222222
392346.74,1427788.28,392365.8372222222
392336.66,1427683.75,392355.75722222216
392616.63,1428656.52,392635.7272222222
392692.46,1428643.84,392711.5572222222
392658.05,1428611.81,392677.1472222222
392595.54,1428743.13,392614.63722222217
392292.67,1427745.6,392311.7672222222
392459.5,1428414.74,392478.5972222222
392488.59,1428421.33,392507.6872222222
392514.31,1428442.75,392533.4072222222
392512.76,1428455.32,392531.8572222222
392498.88,1428477.69,392517.9772222222
392496.44,1428509.64,392515.5372222222
392466.8,1428505.05,392485.8972222222
392476.83,1428474.25,392495.9272222222
392440.54,1428469.62,392459.63722222217
392444.11,1428427.62,392463.2072222222
392667.18,1427766.4,392686.2772222222
392574.76,1427773.47,392593.8572222222
392669.73,1427838.64,392688.8272222222
392742.72,1427877.13,392761.81722222216
392277.59,1428200.81,392296.6872222222
392245.96,1428054.91,392265.0572222222
392276.71,1427936.2,392295.8072222222
392308.97,1427924.37,392328.06722222216
392366.09,1427945.37,392385.1872222222
392444.1,1427922.79,392463.19722222217
392534.24,1427931.31,392553.3372222222
392681.4,1427944.57,392700.4972222222
392691.78,1428016.45,392710.8772222222
392691.29,1428082.15,392710.38722222217
392695.01,1428173.08,392714.1072222222
392607.98,1428213.77,392627.0772222222
392802.85,1428059.78,392821.94722222217
392311.26,1427769.31,392330.3572222222
391810.15,1428027.94,391829.2472222222
391863.8,1428375.05,391882.8972222222
392316.75,1427756.1,392335.8472222222
392197.38,1427809.37,392216.4772222222
392652.09,1428688.1,392671.1872222222
392993.69,1428343.48,393012.7872222222
392956.07,1427365.07,392975.1672222222
392638.07,1427102.92,392657.1672222222
392004.23,1427686.64,392023.3272222222
391695.55,1427788.89,391714.6472222222
391744.43,1428125.16,391763.5272222222
392256.83,1428697.5,392275.9272222222
391498.65,1427930.9,391517.7472222222
391432.96,1427658.65,391452.0572222222
391795.95,1427472.62,391815.0472222222
392086.12,1427330.67,392105.2172222222
392655.3,1428682.47,392674.3972222222
392594.49,1428429.74,392613.5872222222
392541.56,1428321.28,392560.6572222222
392632.6,1428350.68,392651.69722222217
392642.86,1428433.24,392661.9572222222
392641.32,1428516.86,392660.4172222222
392596.25,1428534.25,392615.3472222222
392421.02,1428356.4,392440.1172222222
392259.26,1427767.89,392278.3572222222
392287.16,1427728.08,392306.25722222216
393273.7,1427889.43,393292.7972222222
393752.39,1427147.99,393771.4872222222
0,0,-17976931348623157e292
390369.52,1430579.55,390388.6172222222
390389.81,1430567,390408.9072222222
390384.38,1430610.59,390403.4772222222
390429.82,1430586.65,390448.9172222222
390476.66,1430565.69,390495.75722222216
390444.77,1430603.9,390463.8672222222
390423.16,1430628.93,390442.25722222216
390437.81,1430649.28,390456.9072222222
390498.04,1430653.97,390517.13722222217
390534.62,1430657.26,390553.7172222222
390559.31,1430655.93,390578.4072222222
390451.66,1430626.94,390470.75722222216
390614.3,1430942.03,390633.3972222222
390583.2,1430857.63,390602.2972222222
390474.3,1430848.79,390493.3972222222
390568.55,1430817.65,390587.6472222222
390625.66,1430834.31,390644.75722222216
390622.15,1430805.64,390641.2472222222
390588.68,1430789.08,390607.7772222222
390622.74,1430761.51,390641.8372222222
390636.27,1430786.72,390655.3672222222
390654.88,1430808.05,390673.9772222222
390480.57,1430782.4,390499.6672222222
390422.83,1430723.99,390441.9272222222
390355.28,1430627.91,390374.3772222222
390304.98,1430704.32,390324.0772222222
390352.15,1430519.07,390371.2472222222
389935.65,1430374.3,389954.7472222222
390674.48,1430774.28,390693.5772222222
390696.3,1430816.54,390715.3972222222
390674.29,1430841.58,390693.38722222217
390706.28,1430881.15,390725.3772222222
390764.1,1430832.1,390783.19722222217
390728,1430800,390747.0972222222
390406.21,1430316.09,390425.3072222222
390206.76,1430331.06,390225.8572222222
390282.86,1430548.7,390301.9572222222
390195.58,1430717.23,390214.6772222222
390090.41,1430863.39,390109.50722222216
390834.11,1430968.56,390853.2072222222
389963.1,1431477.21,389982.19722222217
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
388186.83,1431902.61,388205.9272222222
387368.84,1431430.46,387387.9372222222
387035.97,1430200.05,387055.06722222216
387012.25,1428620.3,387031.3472222222
387257.02,1427095.69,387276.1172222222
392816.94,1427830.93,392836.0372222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
387487.74,1433541.67,387506.8372222222
387671.86,1433242.19,387690.9572222222
387918.33,1433000.1,387937.4272222222
389453.89,1432707.4,389472.9872222222
390900.62,1433246.75,390919.7172222222
392067.38,1422164.72,392086.4772222222
392210.03,1422002.22,392229.1272222222
392599.47,1421983.48,392618.56722222216
393954.16,1418504.37,393973.25722222216
394188.14,1418253.26,394207.2372222222
386754.64,1431606.92,386773.7372222222
387550.3,1432046.9,387569.3972222222
387893.54,1431001.51,387912.63722222217
387237.65,1429173.37,387256.7472222222
386853.58,1428925.05,386872.6772222222
386180.99,1427316.6,386200.0872222222
395811.22,1425840.46,395830.31722222216
394006.33,1418284.38,394025.4272222222
396931.77,1419323.69,396950.8672222222
394032.09,1428661.84,394051.1872222222
395693.29,1428724.75,395712.38722222217
395285.81,1428932.97,395304.9072222222
394468.63,1428275.25,394487.7272222222
393775.21,1427839.34,393794.3072222222
394465.78,1427663.94,394484.8772222222
394839.62,1427082.66,394858.7172222222
394343.03,1426246.33,394362.1272222222
395528.86,1426438.85,395547.9572222222
395754.66,1426153.78,395773.75722222216
397426.97,1426288.04,397446.06722222216
396730.73,1425686.35,396749.8272222222
399070.56,1424266.41,399089.6572222222
394019.44,1419149.89,394038.5372222222
394990.04,1418650.65,395009.13722222217
398313.59,1421829.32,398332.6872222222
394905.92,1420097.97,394925.0172222222
397383.25,1418590.09,397402.3472222222
390667.78,1429372.37,390686.8772222222
390657.74,1429328.36,390676.8372222222
390651.16,1429304.67,390670.25722222216
390641.86,1429276.64,390660.9572222222
390635.65,1429256.57,390654.7472222222
390672.04,1429245.11,390691.13722222217
390705.72,1429386.42,390724.81722222216
390686.63,1429394.57,390705.7272222222
390704.9,1429399.94,390723.9972222222
390727.21,1429392.62,390746.3072222222
390676.94,1429357.32,390696.0372222222
390706.81,1429361.7,390725.9072222222
390738.41,1429381.56,390757.50722222216
390683.17,1429331.38,390702.2672222222
390717.28,1429335.42,390736.3772222222
390755.57,1429338.63,390774.6672222222
390680.45,1429308.42,390699.5472222222
390742.4,1429307.4,390761.4972222222
390676.75,1429284.63,390695.8472222222
390729.55,1429286.41,390748.6472222222
390713.12,1429423.97,390732.2172222222
390659.36,1429391.46,390678.4572222222
390632.89,1429317.16,390651.9872222222
390572.26,1429334.6,390591.3572222222
390602.3,1429421.54,390621.3972222222
390749.66,1429465.69,390768.75722222216
390817.28,1429341.22,390836.3772222222
390801.43,1429302.84,390820.5272222222
390778.35,1429275.79,390797.44722222217
390819.14,1429149.89,390838.2372222222
394480.72,1421032.05,394499.81722222216
394481.41,1421032.99,394500.50722222216
394520.18,1421051.23,394539.2772222222
394485.8,1421000.71,394504.8972222222
394522.26,1420959.05,394541.3572222222
394410.57,1421075.85,394429.6672222222
394402.31,1421164.08,394421.4072222222
394474.07,1421095.25,394493.1672222222
394804.62,1420935.56,394823.7172222222
394920.91,1421170.2,394940.00722222216
394800.15,1421221.57,394819.2472222222
394685.8,1421331.55,394704.8972222222
394467.68,1420970.32,394486.7772222222
394512.09,1421097.35,394531.1872222222
394424.82,1420917.25,394443.9172222222
393984.79,1419943.95,394003.88722222217
394484.03,1421070.69,394503.1272222222
394558.86,1421193.43,394577.9572222222
394674.67,1421237.93,394693.7672222222
394694.91,1421239.89,394714.00722222216
394477.12,1421065.05,394496.2172222222
394699.32,1420190.62,394718.4172222222
393994.86,1419943.43,394013.9572222222
394542.13,1420918.6,394561.2272222222
394622.08,1420984.79,394641.1772222222
394584.06,1421077.79,394603.1572222222
394351.14,1421111.62,394370.2372222222
394476.54,1421250.42,394495.63722222217
394609.78,1421323.2,394628.8772222222
394691.85,1421158.3,394710.94722222217
393911.55,1421014.42,393930.6472222222
394539.44,1421015.01,394558.5372222222
394532.66,1421057.32,394551.75722222216
394520.15,1421131.68,394539.2472222222
394550,1420955,394569.0972222222
394306.62,1420859.21,394325.7172222222
394393,1420723,394412.0972222222
394392,1420674,394411.0972222222
394330,1420774,394349.0972222222
394330,1420687,394349.0972222222
394267,1420803,394286.0972222222
394744.73,1421295.05,394763.8272222222
394666.56,1421287.12,394685.6572222222
394742.15,1421307.04,394761.2472222222
394576.36,1421285.04,394595.4572222222
394716.48,1421294.83,394735.5772222222
394879.06,1421370.55,394898.1572222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
394055.09,1420704.71,394074.1872222222
394066.36,1420841.57,394085.4572222222
394507.87,1420634,394526.9672222222
394682.2,1420479.7,394701.2972222222
394334.87,1420809.79,394353.9672222222
394344.29,1420905.44,394363.38722222217
394128.48,1420967.42,394147.5772222222
394306.47,1420859.24,394325.56722222216
0,0,-17976931348623157e292
394374.33,1420726.31,394393.4272222222
394181.17,1420696.65,394200.2672222222
394139.6,1420794.14,394158.69722222217
394201.52,1420787.16,394220.6172222222
394146.07,1420869.75,394165.1672222222
394381.94,1421111.49,394401.0372222222
394621.2,1420983.65,394640.2972222222
394102.32,1420941.89,394121.4172222222
394094.83,1420909.36,394113.9272222222
394135.73,1420906.99,394154.8272222222
394121.08,1420946.52,394140.1772222222
394111.16,1420980.54,394130.25722222216
394202.19,1421007.49,394221.2872222222
394459.09,1420671.4,394478.1872222222
394331.28,1420759.77,394350.3772222222
394324.84,1420697.81,394343.9372222222
394392.47,1420693.8,394411.56722222216
394688.08,1420398.56,394707.1772222222
394448.94,1420874.27,394468.0372222222
394522.6,1420407.11,394541.69722222217
394719.05,1420669.4,394738.1472222222
394327.4,1420703.74,394346.4972222222
394330.57,1420741.95,394349.6672222222
392579.26,1425895.89,392598.3572222222
392477.42,1425605.64,392496.5172222222
391976.18,1426157.71,391995.2772222222
392419.9,1425957,392438.9972222222
390388.52,1427076.57,390407.6172222222
390576.62,1427075.62,390595.7172222222
390495.33,1427185.19,390514.4272222222
390414.37,1427179.98,390433.4672222222
390696.92,1427107.03,390716.0172222222
390776.25,1427016.03,390795.3472222222
390890.48,1426919.05,390909.5772222222
390210.4,1426771,390229.4972222222
390915.7,1427094,390934.7972222222
390757,1427370,390776.0972222222
390448.73,1426727.32,390467.8272222222
391460.88,1426774.31,391479.9772222222
391576.7,1426763,391595.7972222222
391560.9,1426639,391579.9972222222
391368.18,1426216.33,391387.2772222222
391144.74,1426482.65,391163.8372222222
391585.29,1426856.78,391604.38722222217
391582.48,1426861.63,391601.5772222222
391653.21,1426489.32,391672.3072222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
390358.9,1430286.25,390377.9972222222
0,0,-17976931348623157e292
390477.63,1430433.84,390496.7272222222
390518.96,1430399.12,390538.0572222222
390563.36,1430377.25,390582.4572222222
390576.52,1430321.64,390595.6172222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
388769.82,1430867.27,388788.9172222222
388301.57,1431897.85,388320.6672222222
389133.22,1427850.33,389152.31722222216
388043.84,1431129.19,388062.9372222222
386930.34,1431792.08,386949.4372222222
386594.55,1431023.97,386613.6472222222
386649.51,1430336.3,386668.6072222222
388453.15,1427425.03,388472.2472222222
387407.73,1430146.54,387426.8272222222
387852.12,1430379.69,387871.2172222222
389418.01,1428424.45,389437.1072222222
389105.3,1428479.73,389124.3972222222
388108.88,1427141.85,388127.9772222222
388247.42,1430043.76,388266.5172222222
388981.11,1429813.64,389000.2072222222
389435.71,1429623.64,389454.8072222222
389684.29,1429704.2,389703.38722222217
389640.45,1429284.57,389659.5472222222
389921.22,1429638.45,389940.31722222216
389920.63,1429638.97,389939.7272222222
389880.6,1429700.2,389899.69722222217
389880.13,1429699.42,389899.2272222222
389979.21,1429671.83,389998.3072222222
389978.66,1429670.73,389997.75722222216
0,0,-17976931348623157e292
394722.33,1421249.03,394741.4272222222
391057,1430870,391076.0972222222
389914.27,1429625,389933.3672222222
389500,1427130,389519.0972222222
389450,1427130,389469.0972222222
0,0,-17976931348623157e292
394642,1421294,394661.0972222222
393789,1422017,393808.0972222222
393739,1421760,393758.0972222222
393770,1421873,393789.0972222222
392550,1428320,392569.0972222222
392830,1427900,392849.0972222222
393270,1428090,393289.0972222222
391930,1428370,391949.0972222222
392250,1427790,392269.0972222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
394724.7,1421249.5,394743.7972222222
394018,1420238.1,394037.0972222222
394603,1420966.7,394622.0972222222
394674.3,1421147.8,394693.3972222222
394616.2,1421086.4,394635.2972222222
394529.3,1421010,394548.3972222222
394540.3,1420913.7,394559.3972222222
394578.2,1421071.2,394597.2972222222
394540.7,1421185.2,394559.7972222222
394385.1,1421092.9,394404.19722222217
394460.7,1421081.9,394479.7972222222
394749.5,1421164.7,394768.5972222222
394471.2,1420954.7,394490.2972222222
394599.8,1420657.2,394618.8972222222
394628.1,1421301.7,394647.19722222217
394798.1,1421030.8,394817.19722222217
394469.5,1421276.4,394488.5972222222
393957,1420459.8,393976.0972222222
394280.3,1420284.9,394299.3972222222
394149.3,1420650.7,394168.3972222222
394797.2,1421375.9,394816.2972222222
394398.8,1420653.7,394417.8972222222
394630,1421233.4,394649.0972222222
394464,1421164.8,394483.0972222222
394404.3,1421223.1,394423.3972222222
393962.8,1421018.5,393981.8972222222
393892.3,1420770.4,393911.3972222222
394513.2,1420210.7,394532.2972222222
0,0,-17976931348623157e292
389389.79,1428434.88,389408.88722222217
390418.31,1428235.18,390437.4072222222
390519.75,1428567.97,390538.8472222222
390628.15,1428905.6,390647.2472222222
391120.52,1428956.3,391139.6172222222
391235.27,1428732.87,391254.3672222222
391314.33,1428590.41,391333.4272222222
388459.45,1431951,388478.5472222222
388871.99,1431816.9,388891.0872222222
389089.97,1431764.61,389109.06722222216
389233.15,1431724.34,389252.2472222222
389496.31,1431642.58,389515.4072222222
389832.03,1431618.96,389851.1272222222
389221.52,1429820.24,389240.6172222222
389084.7,1429816.13,389103.7972222222
388833.5,1429907.55,388852.5972222222
388687.29,1429953,388706.38722222217
388377.82,1430048.96,388396.9172222222
388102.27,1430134.61,388121.3672222222
389002.48,1428561.34,389021.5772222222
388647.34,1428697.04,388666.4372222222
388415.74,1428772.12,388434.8372222222
387965.97,1428910.04,387985.06722222216
387530.93,1429046.19,387550.0272222222
389337.97,1431308.63,389357.06722222216
387962.25,1430756.63,387981.3472222222
388761.21,1430553.91,388780.3072222222
388285.55,1431129.45,388304.6472222222
388884.33,1431154.55,388903.4272222222
389338.8,1431310.19,389357.8972222222
390403.69,1428194.52,390422.7872222222
388395.66,1432579.59,388414.75722222216
388485.45,1432582.91,388504.5472222222
388572.49,1432582.23,388591.5872222222
388663.43,1432568.08,388682.5272222222
388828.63,1432624.62,388847.7272222222
388970.11,1432578.27,388989.2072222222
389077.52,1432675.4,389096.6172222222
389154.55,1432674.04,389173.6472222222
389223.08,1432669.06,389242.1772222222
389310.75,1432760.08,389329.8472222222
387104.88,1434357.41,387123.9772222222
389445.72,1432759.97,389464.81722222216
389532.23,1432778.22,389551.3272222222
389644.12,1432857.14,389663.2172222222
389810.28,1432929.69,389829.3772222222
390237.58,1433173.07,390256.6772222222
390345.9,1433270.57,390364.9972222222
390465.29,1433326.55,390484.38722222217
390462.56,1433325.11,390481.6572222222
390710.22,1433203.07,390729.31722222216
387192.4,1434237.38,387211.4972222222
390837.63,1433121.84,390856.7272222222
391238.59,1432603.37,391257.6872222222
391293.54,1432442.71,391312.63722222217
390933.01,1433165.53,390952.1072222222
391570.04,1432062.22,391589.13722222217
391664.07,1431630.34,391683.1672222222
387476.79,1433626.49,387495.88722222217
391722.83,1431517.34,391741.9272222222
391890.8,1431411.23,391909.8972222222
391855.41,1431353.5,391874.50722222216
392070.37,1431238.86,392089.4672222222
392186.27,1431073.98,392205.3672222222
392586.31,1430887.39,392605.4072222222
392729.89,1430918.92,392748.9872222222
392860.68,1431024.35,392879.7772222222
393071.96,1431075.66,393091.0572222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
387584.76,1433374.3,387603.8572222222
387700.19,1433254.17,387719.2872222222
387872.07,1433144.39,387891.1672222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
390810,1430663,390829.0972222222
0,0,-17976931348623157e292
389237.12,1427521.53,389256.2172222222
390053.01,1427271.4,390072.1072222222
389855.59,1426870.43,389874.6872222222
389418.58,1427247.47,389437.6772222222
389794.4,1427248.39,389813.4972222222
389880.17,1427386.74,389899.2672222222
389865.52,1427483.82,389884.6172222222
389104.8,1427536.35,389123.8972222222
389774.66,1427572.48,389793.75722222216
389770.66,1427800.22,389789.75722222216
389260.99,1427266.02,389280.0872222222
390111.32,1427579.78,390130.4172222222
390049.05,1427293.25,390068.1472222222
389499.19,1427381.52,389518.2872222222
389467.93,1426715.94,389487.0272222222
389969.77,1426726.59,389988.8672222222
390199.92,1426947.24,390219.0172222222
390336.4,1427023,390355.4972222222
390461.24,1427308.58,390480.3372222222
390895,1429757.28,390914.0972222222
390347.35,1429804.56,390366.44722222217
390293.35,1429746.25,390312.44722222217
390405.64,1429724.65,390424.7372222222
390875.08,1429686.18,390894.1772222222
390602.3,1429712.77,390621.3972222222
390595.81,1429849.91,390614.9072222222
390225.3,1429794.84,390244.3972222222
390635.15,1430814.79,390654.2472222222
390178.85,1429872.59,390197.94722222217
390345.2,1429706.29,390364.2972222222
390827.66,1429721.26,390846.75722222216
390604.45,1429794.84,390623.5472222222
390565.57,1429757.05,390584.6672222222
390768.65,1429838.03,390787.7472222222
390579.05,1430883.33,390598.1472222222
390464.5,1430886.44,390483.5972222222
390507.36,1430962.77,390526.4572222222
390401.38,1429790.52,390420.4772222222
390565.56,1429757.05,390584.6572222222
390579.04,1430883.33,390598.13722222217
390401.37,1429790.52,390420.4672222222
390293.34,1429746.25,390312.4372222222
390602.29,1429712.77,390621.38722222217
390225.29,1429794.84,390244.38722222217
390635.14,1430814.79,390654.2372222222
390178.84,1429872.59,390197.9372222222
390345.19,1429706.29,390364.2872222222
0,0,-17976931348623157e292
389890,1431510,389909.0972222222
389845,1431273,389864.0972222222
389768,1431037,389787.0972222222
389825,1430844,389844.0972222222
389755,1430634,389774.0972222222
390055,1430938,390074.0972222222
389612,1430700,389631.0972222222
389725,1430788,389744.0972222222
390025,1431477,390044.0972222222
389888,1431013,389907.0972222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
389978.95,1429466.54,389998.0472222222
392085.96,1431729.7,392105.0572222222
391997.03,1431220.32,392016.1272222222
391965.62,1431219.43,391984.7172222222
392436.81,1431510.42,392455.9072222222
392428.21,1431505.43,392447.3072222222
392212.34,1430917.09,392231.4372222222
392962.31,1430136.74,392981.4072222222
392951.95,1430137.25,392971.0472222222
393798.59,1430533.35,393817.6872222222
393798.26,1430533.37,393817.3572222222
392356.04,1429309.36,392375.13722222217
392356.08,1429309.62,392375.1772222222
392360.04,1429299.33,392379.13722222217
0,0,-17976931348623157e292
387688.97,1429045.07,387708.06722222216
390362.8,1432200.6,390381.8972222222
390363.63,1432185.85,390382.7272222222
392081.99,1432473.24,392101.0872222222
394306.94,1432268.12,394326.0372222222
393138.08,1431144,393157.1772222222
393126.48,1431134.95,393145.5772222222
394830.67,1430740.33,394849.7672222222
393923.56,1429166.51,393942.6572222222
393923.69,1429166.59,393942.7872222222
393931.03,1429151.39,393950.1272222222
394789.79,1429638.63,394808.88722222217
394836.5,1429567.98,394855.5972222222
390351.65,1433278.29,390370.7472222222
390361.51,1433268.75,390380.6072222222
388525.96,1429908.22,388545.0572222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
390098.48,1430102.49,390117.5772222222
391444.74,1428222.79,391463.8372222222
391342.65,1428154.17,391361.7472222222
391344.65,1428154.17,391363.7472222222
392474.06,1428427.53,392493.1572222222
394580,1421900,394599.0972222222
394580.01,1421900,394599.1072222222
394405.42,1420769.71,394424.5172222222
394150.46,1420914.4,394169.5572222222
392640,1423570,392659.0972222222
392040,1423490,392059.0972222222
392200,1423490,392219.0972222222
391130,1422530,391149.0972222222
389670,1429080,389689.0972222222
392030,1421180,392049.0972222222
392020,1420690,392039.0972222222
389245.98,1427501.28,389265.0772222222
389707.89,1427254.13,389726.9872222222
389889.99,1427303.52,389909.0872222222
389840.86,1427470.26,389859.9572222222
0,0,-17976931348623157e292
389939.56,1429596.8,389958.6572222222
0,0,-17976931348623157e292
390355.32,1429988.37,390374.4172222222
390745.1,1429918.27,390764.19722222217
390848.6,1430558.19,390867.69722222217
0,0,-17976931348623157e292
391100.72,1430872.09,391119.81722222216
391100.59,1430872.21,391119.6872222222
391101.51,1430876.9,391120.6072222222
391096.78,1430876.38,391115.8772222222
391101.51,1430876.91,391120.6072222222
390987.68,1430192.4,391006.7772222222
394314.61,1420857.95,394333.7072222222
0,0,-17976931348623157e292
394336.4,1420622.57,394355.4972222222
394267.08,1420734.7,394286.1772222222
394267.65,1420728.63,394286.7472222222
392210,1423580,392229.0972222222
392290,1423580,392309.0972222222
392230,1423530,392249.0972222222
392200,1423440,392219.0972222222
392190,1423420,392209.0972222222
0,0,-17976931348623157e292
392180,1423510,392199.0972222222
392160.01,1423420,392179.1072222222
392160,1423420,392179.0972222222
392300,1423470,392319.0972222222
394446.59,1420879.54,394465.6872222222
394452.52,1420876.8,394471.6172222222
394138.78,1421025.12,394157.8772222222
394204.76,1420847.1,394223.8572222222
394256.84,1420971.25,394275.9372222222
394412.13,1421032.78,394431.2272222222
394512.81,1421959.15,394531.9072222222
394470,1421880,394489.0972222222
394583.26,1421841.83,394602.3572222222
394570,1421810,394589.0972222222
390538.26,1430020.14,390557.3572222222
394710,1421680,394729.0972222222
394390.37,1420953.01,394409.4672222222
394396.6,1420950.75,394415.69722222217
394055,1420704,394074.0972222222
394720,1421890,394739.0972222222
394055.14,1420704.8,394074.2372222222
391792.8,1430049.85,391811.8972222222
394066.4,1420841.71,394085.4972222222
391515.65,1430113.89,391534.7472222222
394508.24,1420633.87,394527.3372222222
391469.75,1430193.22,391488.8472222222
394682.39,1420480.09,394701.4872222222
394068.6,1420950.91,394087.69722222217
394068.65,1420951.06,394087.7472222222
391363.95,1430438.33,391383.0472222222
394334.95,1420809.79,394354.0472222222
394194.64,1420946.62,394213.7372222222
394344.18,1420905.29,394363.2772222222
394128.48,1420967.63,394147.5772222222
390375.42,1429767.19,390394.5172222222
394256.77,1420921.86,394275.8672222222
394256.77,1420921.87,394275.8672222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
0,0,-17976931348623157e292
391637.29,1430175.61,391656.38722222217
389110,1427820,389129.0972222222
389713.53,1427562.39,389732.6272222222
391862.77,1430282.71,391881.8672222222
391848.73,1430293.32,391867.8272222222
391966.05,1430054,391985.1472222222
391952.99,1430041.29,391972.0872222222
392171.36,1429859.63,392190.4572222222
392171.36,1429859.73,392190.4572222222
392574.35,1428280.92,392593.44722222217
0,0,-17976931348623157e292
389951.44,1429630.23,389970.5372222222
390358.9,1430288.25,390377.9972222222
390841.49,1430616.07,390860.5872222222
391633.32,1429886.66,391652.4172222222
391369.16,1430003.92,391388.25722222216
391335.8,1430101.78,391354.8972222222
391645.9,1430136.08,391664.9972222222
391719.01,1430137.34,391738.1072222222
391646.39,1430132.74,391665.4872222222
389950.31,1429626.79,389969.4072222222
390162.58,1429689.66,390181.6772222222
391636.27,1430299.8,391655.3672222222
391356.01,1430436.47,391375.1072222222
391499.62,1430490.72,391518.7172222222
394279.05,1420835.03,394298.1472222222
0,0,-17976931348623157e292
0,0,-17976931348623157e292
389835.26,1429721.04,389854.3572222222
0,0,-17976931348623157e292
389835.96,1429722.61,389855.0572222222
390562.09,1429820.77,390581.1872222222
390432.1,1429974.57,390451.19722222217
390639.03,1430787.66,390658.1272222222
390639.06,1430789.88,390658.1572222222
390729.87,1430718.45,390748.9672222222
390485.52,1430547.17,390504.6172222222
390848.27,1429760.13,390867.3672222222
390640.46,1431650.49,390659.5572222222
390640.46,1431650.5,390659.5572222222
391425.44,1431128.09,391444.5372222222
391425.44,1431128.1,391444.5372222222
391430.84,1431125.09,391449.9372222222
391797.52,1430389.51,391816.6172222222
393325.98,1430614.96,393345.0772222222
393320.94,1430613.01,393340.0372222222
393806.29,1430549.17,393825.38722222217
393811.45,1430544.02,393830.5472222222
392250.5,1430914.92,392269.5972222222
392239.14,1430920.36,392258.2372222222
392239.14,1430920.37,392258.2372222222
392353.4,1430980.6,392372.4972222222
392352.28,1430989.71,392371.3772222222
392352.28,1430989.72,392371.3772222222
0,0,-17976931348623157e292
389787.91,1429465.25,389807.00722222216
389781.24,1429468.37,389800.3372222222
390408.67,1429978.66,390427.7672222222
391789.54,1430354.63,391808.63722222217
391681.44,1430504.59,391700.5372222222
391876.28,1430396.41,391895.3772222222
392045.17,1430453.49,392064.2672222222
391889.55,1430548.97,391908.6472222222
0,0,-17976931348623157e292
391103,1430908.8,391122.0972222222
390064.98,1427209.87,390084.0772222222
389705.84,1427040.19,389724.9372222222
390483.21,1431264.71,390502.3072222222
390484.36,1431259.43,390503.4572222222
390870.36,1431057.97,390889.4572222222
390789.49,1431096.55,390808.5872222222
390867.77,1431054.64,390886.8672222222
390955.64,1430884.9,390974.7372222222
391045.14,1430921.31,391064.2372222222
391048.82,1430918.03,391067.9172222222
391047.52,1430924.49,391066.6172222222
