"","DPT_ID","top","bottom","mean.IK"
"400","DPT14A",58,59,0.24093
"401","DPT14A",59,60,0.306094736842105
"402","DPT14A",60,61,0.450331578947368
"403","DPT14A",61,62,0.470084210526316
"404","DPT14A",62,63,1.303785
"405","DPT14A",63,64,1.2132
"406","DPT14A",68,69,0.11142
"407","DPT14A",69,70,0.25536
"408","DPT14A",70,71,1.02522
"409","DPT14A",71,72,1.80796153846154
"410","DPT14A",72,73,1.77126
"411","DPT14A",73,74,0.634182352941177
"412","DPT14A",74,75,0.3812625
"413","DPT14A",75,76,1.8355
"414","DPT17A",51,52,3.97455
"415","DPT17A",52,53,3.99028235294118
"416","DPT17A",53,54,4.04904705882353
"417","DPT17A",54,55,4.13026875
"418","DPT17A",55,56,4.2034
"419","DPT17A",56,57,4.1142
"420","DPT17A",57,58,3.93432352941176
"421","DPT17A",58,59,3.98145
"422","DPT17A",59,60,4.04724
"423","DPT17A",60,61,4.12854
"424","DPT17A",61,62,4.07085
"425","DPT17A",62,63,3.98995
"426","DPT17A",63,64,3.9999
"427","DPT17A",64,65,4.0628
"428","DPT17A",65,66,4.13720526315789
"429","DPT17A",66,67,4.1076
"430","DPT17A",67,68,3.9973
"431","DPT17A",68,69,4.01518421052632
"432","DPT17A",69,70,3.34359473684211
"433","DPT17A",70,71,2.4489
"434","DPT20A",34,35,4.365
"435","DPT20A",35,36,3.04064285714286
"436","DPT20A",36,37,0.194714285714286
"437","DPT20A",37,38,1.44194444444444
"438","DPT20A",38,39,1.53333333333333
"439","DPT20A",39,40,0.853142857142857
"440","DPT20A",40,41,0.61825
"441","DPT20A",41,42,0.511176470588235
"442","DPT20A",42,43,0.739833333333333
"443","DPT20A",43,44,0.0224705882352941
"444","DPT20A",44,45,0.04
"445","DPT20A",45,46,0.00715789473684211
"446","DPT20A",46,47,0.007
"447","DPT20A",47,48,0.007
"448","DPT20A",48,49,0.6435
"449","DPT20A",49,50,0.230823529411765
"450","DPT20A",50,51,1.81489473684211
"451","DPT20A",51,52,1.248
"452","DPT20A",52,53,0.886705882352941
"453","DPT20A",53,54,0.152
"454","DPT20A",54,55,0.4460625
"455","DPT20A",55,56,1.17655555555556
"456","DPT20A",56,57,0.820666666666667
"457","DPT20A",57,58,1.70466666666667
"458","DPT20A",58,59,4.63244444444444
"459","DPT20A",59,60,4.60415789473684
"460","DPT20A",60,61,1.61461111111111
"461","DPT20A",61,62,2.98326315789474
"462","DPT20A",62,63,4.61783333333333
"463","DPT20A",63,64,4.75661111111111
"464","DPT20A",64,65,4.87933333333333
"465","DPT20A",65,66,4.93083333333333
"466","DPT20A",66,67,5.02347368421053
"467","DPT20A",67,68,5.07572222222222
"468","DPT20A",68,69,5.14336842105263
"469","DPT20A",69,70,4.47442105263158
"470","DPT20A",70,71,1.88038888888889
"471","DPT20A",71,72,5.52926315789474
"472","DPT20A",72,73,5.38378947368421
"473","DPT20A",73,74,5.25389473684211
"474","DPT20A",74,75,5.2261
"475","DPT20A",75,76,5.16610526315789
"476","DPT20A",76,77,4.99863157894737
"477","DPT20A",77,78,4.24152631578947
"478","DPT20A",78,79,4.34473684210526
"479","DPT20A",79,80,3.62926315789474
"480","DPT20A",80,81,1.47105263157895
"481","DPT20A",81,82,2.95733333333333
"482","DPT20A",82,83,3.39531578947368
"483","DPT20A",83,84,3.71331578947368
"484","DPT20A",84,85,2.81585
"485","DPT20A",85,86,3.45036842105263
"486","DPT20A",86,87,3.45426315789474
"487","DPT20A",87,88,3.42268421052632
"488","DPT20A",88,89,3.37794736842105
"489","DPT20A",89,90,3.38785
"490","DPT21A",40,41,3.60887142857143
"491","DPT21A",41,42,0.711476470588235
"492","DPT21A",42,43,1.39185
"493","DPT21A",43,44,0.51372
"494","DPT21A",44,45,0.01926
"495","DPT21A",45,46,0.0117
"496","DPT21A",46,47,0.0117
"497","DPT21A",47,48,0.03594375
"498","DPT21A",48,49,0.01845
"499","DPT21A",49,50,0.24204
"500","DPT21A",50,51,1.94897647058824
"501","DPT21A",51,52,0.3918375
"502","DPT21A",52,53,0.404775
"503","DPT21A",53,54,0.74041875
"504","DPT21A",54,55,0.06811875
"505","DPT21A",55,56,0.4902
"506","DPT21A",56,57,0.67044375
"507","DPT21A",57,58,0.478323529411765
"508","DPT21A",58,59,1.30375
"509","DPT21A",59,60,1.33525
"510","DPT21A",60,61,2.36745
"511","DPT21A",61,62,4.26694736842105
"512","DPT21A",62,63,4.21165
"513","DPT21A",63,64,2.62495
"514","DPT21A",64,65,1.7019
"515","DPT21A",65,66,1.998
"516","DPT21A",66,67,1.95321176470588
"517","DPT21A",67,68,1.93795
"518","DPT21A",68,69,0.7958
"519","DPT21A",69,70,1.1045
"520","DPT21A",70,71,1.2398
"521","DPT21A",71,72,2.21595
"522","DPT21A",72,73,1.39845
"523","DPT21A",73,74,1.749
"524","DPT21A",74,75,1.74811764705882
"525","DPT21A",75,76,2.587
"526","DPT21A",76,77,2.03295789473684
"527","DPT21A",77,78,2.33595
"528","DPT21A",78,79,2.88521052631579
"529","DPT21A",79,80,1.95498947368421
"530","DPT21A",80,81,2.79146842105263
"531","DPT21A",81,82,3.44017894736842
"532","DPT21A",82,83,2.17695789473684
"533","DPT21A",83,84,2.83874210526316
"534","DPT21A",84,85,3.1014
"535","DPT21A",85,86,3.1628
"536","DPT21A",86,87,3.20006842105263
"537","DPT21A",87,88,1.76395263157895
"538","DPT21A",88,89,0.7569
"539","DPT23A",35,36,3.01808571428571
"540","DPT23A",36,37,0.7209125
"541","DPT23A",37,38,0.73748125
"542","DPT23A",38,39,1.51094705882353
"543","DPT23A",39,40,0.86714375
"544","DPT23A",40,41,0.214107142857143
"545","DPT23A",41,42,0.306472222222222
"546","DPT23A",42,43,0.958393333333333
"547","DPT23A",43,44,1.24901764705882
"548","DPT23A",44,45,1.11547857142857
"549","DPT23A",45,46,2.21782
"550","DPT23A",46,47,1.70328125
"551","DPT23A",47,48,1.10103125
"552","DPT23A",48,49,0.95184375
"553","DPT23A",49,50,0.1962125
"554","DPT23A",50,51,0.1716
